store_number,longitude,latitude,name,address,city,state,zipcode,phone,hours_today,open_status,has_drive_thru,has_wifi,has_indoor_dining,has_24_hours,timezone
7547,-99.313636,34.161738,VERNON-HILLCRST,801 Hillcrest Dr,Vernon,TX,76384,(940) 553-1881,05:00 - 00:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
33213,-98.671613,33.965019,IOWA PARK,401 Southwest Access Road,Iowa Park,TX,76367,(940) 592-5555,06:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
3023,-98.51475,33.960186,WICHITA FL-ENTRP,1607 Enterprise,Wichita Falls,TX,76306-2401,(940) 855-6542,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
12628,-98.561262,34.082057,BURKBURNETT,819 Sheppard Dr,Burkburnett,TX,76354,(940) 569-0106,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
4591,-98.496177,33.89998,WCHTA FLS-HOLIDY,1412 Holiday St,Wichita Falls,TX,76301-7107,(940) 767-1339,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
1284,-98.528403,33.881218,WICHITA FL-KEMP,3103 Kemp Blvd,Wichita Falls,TX,76308-1829,(940) 691-0525,05:00 - 21:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
33109,-97.131428,33.940058,MARIETTA,1303 Memorial Drive,Marietta,OK,73448,(580) 276-5415,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
24471,-97.169752,34.188283,ARDMORE-COOPER,1202 Cooper Dr,Ardmore,OK,73401,(580) 223-1542,05:00 - 22:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
3708,-97.141623,34.174893,ARDMORE-BROADWAY,1001 W Broadway,Ardmore,OK,73401-4530,(580) 226-5001,05:00 - 22:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
13113,-96.769324,34.085798,"MADILL, HWY. 70",511 S 1st St,Madill,OK,73446,(580) 795-2600,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
5985,-96.405954,33.997722,DURANT-US HWY 70,2227 W Main St,Durant,OK,74701-4803,(580) 920-0126,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
43380,-96.660788,34.230897,TISHOMINGO,1309 E Main St,Tishomingo,OK,73460,(580) 371-0518,06:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
15847,-95.493916,34.009369,HUGO,1509 E Jackson,Hugo,OK,74743,(580) 326-0002,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
31648,-94.790895,33.894115,IDABEL RELO,201 Se Lincoln Road,Idabel,OK,74745,(580) 286-6158,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
18582,-94.738987,34.021861,BROKEN BOW,513 S Park Dr,Broken Bow,OK,74728,(580) 584-7300,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
10810,-94.331546,34.045103,DEQUEEN/HWY 70 E,606 E Collin Raye Dr,De Queen,AR,71832-4138,(870) 642-2700,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
10201,-93.851639,33.929749,NASHVILLE-A27,1512 S 4th Street,Nashville,AR,71852-3011,(870) 845-2364,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
35206,-93.550391,34.322428,GLENWOOD AR STO,47 Highway 70 East,Glenwood,AR,71943,(870) 356-2317,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
18377,-93.095407,34.118508,ARKDELPHIA-HWY 8,3114 Pine St,Arkadelphia,AR,71923,(870) 246-2443,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
4921,-93.071226,34.182675,ARKDLPHA-7 & I30,145 Valley Street,Caddo Valley,AR,71923,(870) 246-7449,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
29008,-92.398351,34.291321,SHERIDAN-S ROCK,1212 S Rock,Sheridan,AR,72150,(870) 942-0909,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
36137,-91.844414,33.94296,"STAR CITY, AR ST",100 N Lincoln,Star City,AR,71667,(870) 628-4001,05:00 - 22:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
16174,-92.061474,34.192959,PINEBLUF-CAMDEN,3610 Camden Rd,Pine Bluff,AR,71603,(870) 879-1257,05:00 - 23:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
32191,-92.006587,34.200215,"PINE BLUFF,AR-R",2819 S Olive St,Pine Bluff,AR,71603,(870) 536-2070,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
10114,-91.971662,34.20848,PINE BLUFF-HRDNG,2908 E Harding,Pine Bluff,AR,71601-6853,(870) 536-1079,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
11165,-92.042992,34.229889,PINE BLUFF/BLAKE,107 S Blake St,Pine Bluff,AR,71601-3537,(870) 535-2660,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
26698,-92.100998,34.259642,"WHITE HALL, AR",8012 Sheridan Rd,White Hall,AR,71602,(870) 267-7350,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
10180,-91.482183,33.879802,"DUMAS, AR-HWY 65",601 Hwy 65 S,Dumas,AR,71639,(870) 382-2800,05:00 - 22:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
25102,-90.575533,34.189921,"CLARKSDALE, MS",460 S State St,Clarksdale,MS,38614,(662) 627-1100,05:00 - 00:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
26272,-90.274197,34.259166,"MARKS, MS--STO--",217 Martin Luther King Jr Dr,Marks,MS,38646,(662) 326-5178,06:00 - 22:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
27734,-90.047838,34.006545,"CHARLESTON, MS",606 E Main St,Charleston,MS,38921,(662) 647-8797,06:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
6558,-89.943294,34.310868,BATESVILLE-HWY 6,302 Hwy 6 E,Batesville,MS,38606-2629,(662) 563-8693,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
34188,-89.915741,34.351707,"BATESVILLE, MS N",725 Hwy 35 N,Batesville,MS,38606,(601) 519-0951,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
15365,-88.999692,33.899115,HOUSTON,338 N Jackson St,Houston,MS,38851,(662) 456-9661,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
7992,-89.018642,34.252622,PONTOTOC-HWY 15,145 Hwy 15 Byp N,Pontotoc,MS,38863-1914,(662) 489-6100,05:00 - 00:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
25086,-88.745742,34.25513,TUPELO   W,2465 W Main Street,Tupelo,MS,38803,(662) 841-6800,05:00 - 00:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
33846,-88.703064,34.236259,"TUPELO, MS EASON",3670 S Eason Blvd,Tupelo,MS,38804,(662) 842-9600,00:00 - 00:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
33774,-88.71721,34.248697,"TUPELO, MS S. GL",519 S Gloster St,Tupelo,MS,38801,(662) 844-5505,00:00 - 00:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
12461,-88.478259,33.980329,AMORY MS,804 Us 278 Ee,Amory,MS,38821,(662) 257-9600,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
12258,-88.403153,34.247378,"FULTON, MS",1607 S Adams Street,Fulton,MS,38843,(662) 862-7696,05:30 - 22:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
12268,-88.707735,34.306777,TUPELO 3 MS,3835 N Gloster,Tupelo,MS,38801-0914,(662) 680-3600,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
12073,-87.990296,34.123882,HAMILTON/MLTRY,1394 Military Street S,Hamilton,AL,35570-8702,(205) 921-4323,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
12106,-87.835909,33.93602,WINFEILDUSHWY78,2300 Us Hwy 43,Winfield,AL,35594,(205) 487-3110,05:30 - 22:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
3272,-87.26902,33.849139,JASPER-HWY 78,600 Hwy 78 E,Jasper,AL,35501,(205) 221-9777,05:00 - 23:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
12562,-87.621923,34.227335,HALEYVILLE,2006 11th Ave,Haleyville,AL,35565,(205) 486-5859,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
30679,-86.86875,34.051653,"DODGE CITY, AL -",231 Al Hwy 69 S,Dodge City,AL,35077,(256) 287-9543,05:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
43913,-86.864337,34.128432,GOOD HOPE LOVE'S,497 County Road 222,Cullman,AL,35055,(256) 385-8810,00:00 - 00:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
18259,-86.776431,34.071633,HANCEVILLE,740 Main St,Hanceville,AL,35077,(256) 352-2120,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
5318,-86.835977,34.160927,CULLMAN-2ND AVE,1425 2nd Ave Sw,Cullman,AL,35055,(256) 734-4073,04:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
10659,-86.876561,34.206626,CULLMAN/H-157,6065 Al Hwy 157,Cullman,AL,35057,(256) 734-4258,04:00 - 00:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
11302,-86.470674,33.949926,ONEONTA/MAIN,718 2nd Ave E,Oneonta,AL,35121,(205) 274-8700,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
19557,-86.394984,34.118741,SNEAD AL,87134 Us 278,Altoona,AL,35952,(205) 466-5211,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
10778,-86.5024,34.326745,ARAB-N BRINDLEE,700 N Brindlee Mountain Pkwy,Arab,AL,35016-1067,(256) 586-8792,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
33210,-86.09301,33.997605,"ATTALLA, AL-ENTE",101 Enterprise Drive,Gadsden,AL,35904,(256) 538-7580,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
10259,-86.15115,34.198927,HWY 431 & HWY 68,861 Hwy 431 S,Boaz,AL,35957,(256) 593-1015,05:00 - 00:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
10058,-86.076729,34.018371,CLEVLEAND/ CHERR,610 Cleveland Ave,Attalla,AL,35954,(256) 538-1107,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
2928,-86.003786,33.99818,GADSDEN-RAINBOW,952 Rainbow Dr,Gadsden,AL,35901,(256) 547-0284,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
2176,-86.020164,34.020361,GADSDEN-200 12TH,200 N 12th St,Gadsden,AL,35901,(256) 547-0393,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
11933,-85.943255,33.967377,GLENCOE/HWY 431,616 Chastain Blvd W,Gadsden,AL,35905,(256) 492-7682,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
20924,-86.0232,33.923723,SOUTHSIDE,2070 Al Hwy 77,Southside,AL,35907,(256) 442-2811,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
6920,-85.761979,33.816242,JACKSNVL-N PELHM,312 Pelham Rd N,Jacksonville,AL,36265,(256) 435-1354,00:00 - 00:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
11223,-85.668273,34.159739,CENTRE/A HWY,650 Cedar Bluff Rd,Centre,AL,35960,(256) 927-4200,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
6982,-86.207737,34.27663,ALBERTVL-US 431,7375 Hwy 431,Albertville,AL,35950,(256) 878-6755,05:00 - 00:00,OPEN,0,0,1,1,(GMT-06:00) Central Time (US & Canada)
12169,-85.612024,33.932534,PIEDMONT HWY 9,111 Us Hwy 278 Byp E,Piedmont,AL,36272,(256) 447-6363,05:00 - 23:00,OPEN,0,0,1,0,(GMT-06:00) Central Time (US & Canada)
3820,-85.252808,34.01865,CEDARTOWN,328 N Main,Cedartown,GA,30125,(770) 748-7773,05:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
34892,-85.235517,34.045526,CEDARTOWN GA-HWY,1498 Rome Highway,Cedartown,GA,30125,(770) 749-3900,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
1890,-85.228645,34.27103,ROME-SHORTER,2215 Shorter Ave,Rome,GA,30165,(706) 234-0622,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
12317,-85.04167,34.009711,ROCKMART,1050 Nathan Dean Byp,Rockmart,GA,30153,(770) 684-0028,05:00 - 01:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
23892,-84.842275,33.867816,HIRAM,3036 Villa Rica Highway,Dallas,GA,30132,(770) 505-5233,04:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
5306,-84.8022,33.91114,DALLAS - US 278,1125 Merchants Drive,Dallas,GA,30132,(470) 398-3961,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
41279,-84.77725,34.030547,ACWORTH,1993 Cedarcrest Road,Dallas,GA,30132,,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
31502,-84.753871,34.011247,"DALLAS, GA - 92",8872 Dallas Acworth Highway,Dallas,GA,30132,(770) 213-8685,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
27417,-84.824462,34.151222,HWY 133,1130 West Ave,Cartersville,GA,30120,(770) 607-5800,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
16734,-84.756926,33.89172,HIRAM,4286 Jimmy Lee Smith Pky,Hiram,GA,30141,(470) 798-3626,05:00 - 04:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
32523,-84.724309,34.062577,"ACWORTH, GA",4381 Acworth Dallas Road,Acworth,GA,30101,(770) 917-4645,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
34695,-84.743488,34.119006,EMERSON GA - LOV,150 Old Allatoona Road,Emerson,GA,30121,(770) 386-2074,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
31610,-84.70491,34.000205,"ACWORTH, GA - MA",1855 Mars Hill Rd,Acworth,GA,30101,(770) 218-9065,05:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
1817,-84.786964,34.176216,DIXIE CARTRSVILE,266 N Dixie Ave,Cartersville,GA,30120,(770) 386-3975,05:00 - 04:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
12866,-84.701912,33.940251,DALLAS HWY/POWDE,5115 Dallas Hwy,Powder Springs,GA,30127,(770) 425-8173,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
37589,-84.81971,34.207437,CARTERSVILLE 41,1370 Joe Frank Harris Pkwy Se,Cartersville,GA,30120,(770) 386-7101,04:00 - 03:45,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
27254,-84.763329,34.174236,MAIN ST CARTRSVL,11 Canyon Road,Cartersville,GA,30121,(770) 383-3307,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
14377,-84.675858,34.035102,ACWORTHDUEWEST,3316 N Cobb Pky,Acworth,GA,30101,(770) 917-9881,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
579,-85.161697,34.246075,TURNER MCCALL RM,1504 Turner Mccall Blvd,Rome,GA,30161,(706) 235-6445,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
5499,-84.759256,34.209851,I-75 CARTERSVL,5651 Hwy 20 Ne,Cartersville,GA,30121-5212,(770) 386-8162,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
7243,-84.654015,34.076725,ACWRTH-I-75 & 92,5145 Cowan Rd,Acworth,GA,30101-5198,(678) 574-0942,05:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
11141,-84.671374,33.858486,P. SPRGS/P. SPRG,4021 Powder Springs Rd,Powder Springs,GA,30127,(770) 439-6031,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
27663,-84.807739,34.272533,TRVL CNTR CASVLE,968 Cassville White Rd,Cartersville,GA,30120,(770) 607-2070,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
33950,-84.611369,34.047922,"KENNESAW, GA -JI",4050 Jiles Road,Kennesaw,GA,30144,(770) 425-8343,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
3341,-84.599052,34.002243,KENNESAW-41&293,2049 Cobb Parkway,Kennesaw,GA,30144,(770) 427-6918,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
27495,-85.175058,34.304988,MOUNT BERRY,2847 Martha Berry Blvd,Rome,GA,30165,(706) 234-1080,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
34268,-84.626015,33.865749,"AUSTELL, GA-E/W",3677 Marathon Circle,Austell,GA,30106,(770) 222-2596,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
14227,-84.593244,34.060282,WADE GREEN RD.,4415 Wade Green Rd,Kennesaw,GA,30144-6424,(470) 689-3490,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
6824,-84.575333,33.952435,MARIETTA-WHITLCK,778 Whitlock Ave,Marietta,GA,30064,(770) 425-8768,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
5043,-84.491219,34.017384,MARIETTA-PLAINS,2782 Sandy Plains Rd,Marietta,GA,30066,(770) 579-7074,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
2624,-84.528221,34.024632,MARIETTA-CANTON,3010 Canton Rd,Marietta,GA,30066,(770) 428-1982,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
10364,-84.463301,33.979578,ROSWELL RD.,3101 Roswell Road,Marietta,GA,30062-5558,(770) 565-8663,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
10167,-84.56067,34.013562,KENNESAW-ROBERTS,305 Barrett Pky,Kennesaw,GA,30144,(770) 423-9141,00:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
10925,-84.512181,33.936544,MARIETTA/COBB,645 S Cobb Pkwy,Marietta,GA,30062-3768,(770) 424-4379,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
18786,-84.426697,34.022803,WATERFRONT,3011 Johnson Ferry Dr,Marietta,GA,30062,(770) 998-3774,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
33934,-84.482705,33.923191,MARIETTA,2375 Delk Rd,Marietta,GA,30067,(770) 955-3486,06:00 - 01:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
2947,-84.410688,33.96681,LOWER ROSWELL,4819 Lower Roswell Rd,Marietta,GA,30068,(770) 973-1125,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
28435,-84.48315,34.086993,"WOODSTOCK, GA -",12156 Highway 92,Woodstock,GA,30188,(770) 924-6912,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
11007,-84.522444,34.086483,WOODSTOCK/US 92,9961 Hwy 92,Woodstock,GA,30188,(770) 591-8074,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
10232,-84.575376,33.9234,MARI/POWDER SPGS,1195 Powder Sprgs Rd,Marietta,GA,30064,(770) 421-0722,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
4905,-84.474586,33.900566,MARIETTA-WINDY,2700 Windy Hill Rd,Marietta,GA,30067,(770) 955-8833,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
7035,-84.575737,34.086578,ACWORTH-BELLS,5600 Bells Ferry Rd,Acworth,GA,30102,(770) 928-6947,05:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
3042,-84.429848,33.905064,ATLANTA-PWR FRRY,6360 Power Ferry Rd,Atlanta,GA,30339,(404) 594-5224,05:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
35994,-84.380857,34.057458,"ROSWELL, GA SAND",600 West Crossville Road,Roswell,GA,30075,(770) 992-6121,05:00 - 01:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
5533,-84.476479,33.883873,SMYRNA SPR,2591 Spring Rd,Smyrna,GA,30080,(470) 751-3330,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
16937,-84.55304,34.10949,TOWNE LAKE,2105 Townelake Pky,Woodstock,GA,30189,(770) 928-8510,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
17563,-84.350626,33.994807,DUNWOODY,8745 Roswell Rd,Atlanta,GA,30350,(770) 993-8513,05:00 - 02:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
35818,-84.52463,34.122372,"WOODSTOCK, GA OU",931 Ridgewalk Pkwy,Woodstock,GA,30188,(678) 494-0736,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
35635,-84.53204,33.876029,S  COBB AN,3260 S Cobb Drive,Smyrna,GA,30080,(678) 305-9729,05:00 - 23:30,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
662,-84.378571,33.91988,SANDY SPR-ROSWEL,6049 Roswell Rd Ne,Sandy Springs,GA,30328,(404) 594-5223,04:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
3323,-84.342995,34.035378,ROSWELL-HOLCOMB,591 Holcomb Bridge Rd,Roswell,GA,30075,(770) 992-2974,05:00 - 04:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
15916,-84.358087,34.082351,CRABAPPLE,12350 Arnold Mill Rd,Alpharetta,GA,30004,(770) 442-1166,05:00 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
29543,-84.333522,34.045263,ROSWELL WALMART,970 MANSELL RD (Walmart #1578),Roswell,GA,30076,(770) 650-9950,06:15 - 23:00,OPEN,0,0,0,0,(GMT-05:00) Eastern Time (US & Canada)
11762,-84.354092,33.908859,NORTHSIDE HOSPIT,1000 JOHNSON FERRY RD NE (Hospital),Atlanta,GA,30342-1606,(404) 481-8902,06:00 - 23:00,OPEN,0,0,0,0,(GMT-05:00) Eastern Time (US & Canada)
15918,-84.318421,34.019781,ROSWELL GA,1465 Holcomb Bridge Rd,Roswell,GA,30076,(770) 650-9533,06:00 - 22:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
32181,-84.337704,33.926833,ASH-DUN & PERIME,4540 Ashford Dunwoody Rd Ne,Dunwoody,GA,30346-1515,(770) 522-8950,00:00 - 00:00,OPEN,0,0,0,1,(GMT-05:00) Eastern Time (US & Canada)
647,-84.381409,33.873859,ATLANTA-ROSWELL,4362 Roswell Rd Ne,Atlanta,GA,30342,(404) 257-9440,06:00 - 02:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
11774,-84.60163,33.855584,AUSTELL AU,4065 Austell Rd,Austell,GA,30106,(770) 941-2934,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
32068,-84.313468,33.921217,"DUNWOODY, GA- I-",1842 Cotillion Drive,Dunwoody,GA,30338,(770) 730-0741,06:00 - 23:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
33348,-84.54949,34.173432,"CHEROKEE CO., SI",3335 Sixes Road,Canton,GA,30114,(770) 704-4885,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
10131,-84.274328,33.989644,HOLCOMB BRIDGE,2950 Holcomb Bridge Rd,Alpharetta,GA,30022,(770) 998-7710,05:00 - 01:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
31583,-84.41866,34.175357,"CANTON, GA",6126 Hickory Flat Highway,Canton,GA,30115,(770) 720-3133,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
12700,-84.340733,33.859733,BROOKHAVEN,4010 Peachtree Rd Ne,Atlanta,GA,30319-3002,(404) 364-0006,06:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
1047,-84.302147,33.897263,CHAMBLEE-PCHTREE,5493 Peachtree Blvd,Chamblee,GA,30341,(770) 458-0696,05:30 - 00:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
30371,-84.509092,34.198034,"CANTON, GA - HWY",3240 Ridge Road,Canton,GA,30114,(770) 720-6060,05:00 - 23:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
24308,-84.275934,34.091993,WINDWARD @ HWY 9,5210 Windward Parkway,Alpharetta,GA,30004,(678) 393-3317,05:00 - 04:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
32428,-84.262111,34.067434,"ALPHARETTA, GA-",4025 North Point Parkway,Alpharetta,GA,30022,(770) 569-1624,05:00 - 01:00,OPEN,0,0,1,0,(GMT-05:00) Eastern Time (US & Canada)
35181,-84.312744,33.856457,ATL GA-BUFORD HW,3334 Clairmont Road,Atlanta,GA,30329,(404) 320-3002,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
34800,-84.26739,33.908967,DORAVILLE GA,5774 Buford Highway,Doraville,GA,30340,(678) 530-9992,00:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
7427,-84.241531,33.945576,NORCRSS-PEACHTRE,7070 Jimmy Carter Blvd,Norcross,GA,30071,(404) 594-5225,06:00 - 00:00,OPEN,0,0,1,1,(GMT-05:00) Eastern Time (US & Canada)
