brand,location_id,name,line1,city,region,postalCode,countryCode,lat,lng,phone,website
Raising Cane's,C485,Raising Cane's Chicken Fingers,23000 Hawthorne Blvd,Torrance,CA,90505,US,33.8180452505565,-118.35059605592906,+13103730022,{'url': 'https://locations.raisingcanes.com/ca/torrance/23000-hawthorne-blvd'}
Raising Cane's,C615,Raising Cane's Chicken Fingers,18120 Hawthorne Boulevard,Torrance,CA,90504,US,33.866214562365165,-118.35223020884132,+14244173948,{'url': 'https://locations.raisingcanes.com/ca/torrance/18120-hawthorne-boulevard'}
Raising Cane's,C510,Raising Cane's Chicken Fingers,20707 Avalon Blvd,Carson,CA,90746,US,33.84353751287787,-118.26381012780236,+13103230228,{'url': 'https://locations.raisingcanes.com/ca/carson/20707-avalon-blvd'}
Raising Cane's,C398,Raising Cane's Chicken Fingers,2160 East El Segundo Boulevard,El Segundo,CA,90245,US,33.91593044801648,-118.38783211920403,+13108935494,{'url': 'https://locations.raisingcanes.com/ca/el-segundo/2160-east-el-segundo-boulevard'}
Raising Cane's,C388,Raising Cane's Chicken Fingers,2063 W Redondo Beach Blvd,Gardena,CA,90247,US,33.88724977018678,-118.31481161490488,+13102177706,{'url': 'https://locations.raisingcanes.com/ca/gardena/2063-w-redondo-beach-blvd'}
Raising Cane's,C358,Raising Cane's Chicken Fingers,4500 E Atherton St,Long Beach,CA,90815,US,33.78948521527593,-118.14034383479101,+15624981348,{'url': 'https://locations.raisingcanes.com/ca/long-beach/4500-e-atherton-st'}
Raising Cane's,C384,Raising Cane's Chicken Fingers,10142 Adams Avenue,Huntington Beach,CA,92646,US,33.67204984427817,-117.95160428658822,+17143780300,{'url': 'https://locations.raisingcanes.com/ca/huntington-beach/10142-adams-avenue'}
Raising Cane's,C402,Raising Cane's Chicken Fingers,2161 North Rose Ave,Oxnard,CA,93036,US,34.2217497,-119.1593741,+18053515591,{'url': 'https://locations.raisingcanes.com/ca/oxnard/2161-north-rose-ave'}
Raising Cane's,C916,Raising Cane's Chicken Fingers,1725 S. Alameda Street,Compton,CA,90221,US,33.877,-118.2179987,+14244194982,{'url': 'https://locations.raisingcanes.com/ca/compton/1725-s.-alameda-street'}
Raising Cane's,C189,Raising Cane's Chicken Fingers,3150 Harbor Blvd,Costa Mesa,CA,92626,US,33.68578138500762,-117.91902307349542,+17145401477,{'url': 'https://locations.raisingcanes.com/ca/costa-mesa/3150-harbor-blvd'}
Raising Cane's,C1007,Raising Cane's Chicken Fingers,3720 Camino Del Rio W,San Diego,CA,92110,US,32.75475114043872,-117.20538179571821,+16194719851,{'url': 'https://locations.raisingcanes.com/ca/san-diego/3720-camino-del-rio-w'}
Raising Cane's,C337,Raising Cane's Chicken Fingers,4634 Candlewood St.,Lakewood,CA,90712,US,33.85334711195884,-118.13862767441377,+15624084820,{'url': 'https://locations.raisingcanes.com/ca/lakewood/4634-candlewood-st.'}
Raising Cane's,C860,Raising Cane's Chicken Fingers,7204 Carson Blvd.,Long Beach,CA,90808,US,33.830796523925116,-118.09063538458682,+15622150970,{'url': 'https://locations.raisingcanes.com/ca/long-beach/7204-carson-blvd.'}
Raising Cane's,C365,Raising Cane's Chicken Fingers,12775 Beach Blvd,Stanton,CA,90680,US,33.775989502148214,-117.99345006047446,+17143730188,{'url': 'https://locations.raisingcanes.com/ca/stanton/12775-beach-blvd'}
Raising Cane's,C206,Raising Cane's Chicken Fingers,26801 Aliso Creek Rd.,Aliso Viejo,CA,92656,US,33.57301929122258,-117.7239273411045,+19494480241,{'url': 'https://locations.raisingcanes.com/ca/aliso-viejo/26801-aliso-creek-rd.'}
Raising Cane's,C799,Raising Cane's Chicken Fingers,18600 Gridley Road,Artesia,CA,90701,US,33.8626947,-118.0904655,+15623709740,{'url': 'https://locations.raisingcanes.com/ca/artesia/18600-gridley-road'}
Raising Cane's,C616,Raising Cane's Chicken Fingers,2505 Tweedy Blvd,South Gate,CA,90280,US,33.946827,-118.227611,+13238032950,{'url': 'https://locations.raisingcanes.com/ca/south-gate/2505-tweedy-blvd'}
Raising Cane's,C670,Raising Cane's Chicken Fingers,26980 Crown Valley Parkway,Mission Viejo,CA,92691,US,33.561683832880064,-117.66900720163122,+19495384957,{'url': 'https://locations.raisingcanes.com/ca/mission-viejo/26980-crown-valley-parkway'}
Raising Cane's,C190,Raising Cane's Chicken Fingers,23971 El Toro Rd.,Laguna Hills,CA,92653,US,33.61441942667371,-117.70876224780949,+19495871970,{'url': 'https://locations.raisingcanes.com/ca/laguna-hills/23971-el-toro-rd.'}
Raising Cane's,C625,Raising Cane's Chicken Fingers,12202 Harbor Boulevard,Garden Grove,CA,92840,US,33.78580224422126,-117.914386781003,+17148724781,{'url': 'https://locations.raisingcanes.com/ca/garden-grove/12202-harbor-boulevard'}
Raising Cane's,C1104,Raising Cane's Chicken Fingers,12618 Studebaker Rd,Norwalk,CA,90650,US,33.9171588,-118.0993054,+17142746888,{'url': 'https://locations.raisingcanes.com/ca/norwalk/12618-studebaker-rd'}
Raising Cane's,C1022,Raising Cane's Chicken Fingers,5795 Bickett Street,Huntington Park,CA,90255,US,33.990461,-118.216248,+13234466952,{'url': 'https://locations.raisingcanes.com/ca/huntington-park/5795-bickett-street'}
Raising Cane's,C200,Raising Cane's Chicken Fingers,9265 Firestone Blvd.,Downey,CA,90241,US,33.93300998481203,-118.11802256258296,+15628615057,{'url': 'https://locations.raisingcanes.com/ca/downey/9265-firestone-blvd.'}
Raising Cane's,C338,Raising Cane's Chicken Fingers,223 S. Euclid Street,Anaheim,CA,92802,US,33.830806362866745,-117.94190993269584,+17147760121,{'url': 'https://locations.raisingcanes.com/ca/anaheim/223-s.-euclid-street'}
Raising Cane's,C1029,Raising Cane's Chicken Fingers,12623 Imperial Highway,Santa Fe Springs,CA,90670,US,33.9176902770996,-118.063346862793,+15622150972,{'url': 'https://locations.raisingcanes.com/ca/santa-fe-springs/12623-imperial-highway'}
Raising Cane's,C390,Raising Cane's Chicken Fingers,2250 E 17th St,Santa Ana,CA,92705,US,33.75947464896861,-117.83473812780237,+17145504621,{'url': 'https://locations.raisingcanes.com/ca/santa-ana/2250-e-17th-st'}
Raising Cane's,C1044,Raising Cane's Chicken Fingers,7011 Topanga Canyon Blvd,Canoga Park,CA,91303,US,34.19792461010425,-118.60644403497028,+18334422637,{'url': 'https://locations.raisingcanes.com/ca/canoga-park/7011-topanga-canyon-blvd'}
Raising Cane's,C492,Raising Cane's Chicken Fingers,8223 Mira Mesa Boulevard,San Diego,CA,92126,US,32.91220270281047,-117.14722289780411,+18586359016,{'url': 'https://locations.raisingcanes.com/ca/san-diego/8223-mira-mesa-boulevard'}
Raising Cane's,C1076,Raising Cane's Chicken Fingers,16573 W Ventura Blvd,Encino,CA,91436,US,34.15803428074731,-118.4942908376017,+18186720942,{'url': 'https://locations.raisingcanes.com/ca/encino/16573-w-ventura-blvd'}
Raising Cane's,C491,Raising Cane's Chicken Fingers,13571 Telegraph Road,Whittier,CA,90605,US,33.937232,-118.041554,+13235240841,{'url': 'https://locations.raisingcanes.com/ca/whittier/13571-telegraph-road'}
Raising Cane's,C690,Raising Cane's Chicken Fingers,201 W. Orangethorpe Avenue,Fullerton,CA,92832,US,33.859812,-117.9268873,+17142746872,{'url': 'https://locations.raisingcanes.com/ca/fullerton/201-w.-orangethorpe-avenue'}
Raising Cane's,C373,Raising Cane's Chicken Fingers,26782 Portola Parkway,Foothill Ranch,CA,92610,US,33.67792421170335,-117.6627772600036,+19495811060,{'url': 'https://locations.raisingcanes.com/ca/foothill-ranch/26782-portola-parkway'}
Raising Cane's,C272,Raising Cane's Chicken Fingers,1050 S. Beach Blvd,La Habra,CA,90631,US,33.91931439605632,-117.96724466764879,+15622661890,{'url': 'https://locations.raisingcanes.com/ca/la-habra/1050-s.-beach-blvd'}
Raising Cane's,C211,Raising Cane's Chicken Fingers,2249 N. Tustin St.,Orange,CA,92865,US,33.82539801085463,-117.83557018368325,+17142821886,{'url': 'https://locations.raisingcanes.com/ca/orange/2249-n.-tustin-st.'}
Raising Cane's,C331,Raising Cane's Chicken Fingers,303 Vista Village Drive,Vista,CA,92083,US,33.1982082221143,-117.24773524479198,+17606396086,{'url': 'https://locations.raisingcanes.com/ca/vista/303-vista-village-drive'}
Raising Cane's,C540,Raising Cane's Chicken Fingers,19310 Business Center Drive,Northridge,CA,91324,US,34.230660711082486,-118.5541261982967,+18185399577,{'url': 'https://locations.raisingcanes.com/ca/northridge/19310-business-center-drive'}
Raising Cane's,C321,Raising Cane's Chicken Fingers,5005  Paramount Blvd,Pico Rivera,CA,90660,US,34.00259201182056,-118.08990647502374,+15624631868,{'url': 'https://locations.raisingcanes.com/ca/pico-rivera/5005-paramount-blvd'}
Raising Cane's,C469,Raising Cane's Chicken Fingers,11814 Whittier Blvd,Whittier,CA,90601,US,33.97926750169342,-118.05023201123475,+15626540114,{'url': 'https://locations.raisingcanes.com/ca/whittier/11814-whittier-blvd'}
Raising Cane's,ELPX6,Raising Cane's Chicken Fingers,15103 Vandegrift Blvd,Camp Pendleton,CA,92058,US,33.300599473210575,-117.31238322453692,+17608475013,{'url': 'https://locations.raisingcanes.com/ca/camp-pendleton/15103-vandegrift-blvd'}
Raising Cane's,C560,Raising Cane's Chicken Fingers,4835 N Lankershim Blvd,North Hollywood,CA,91601,US,34.15837611366524,-118.37129712397139,+18184856989,"{'url': 'https://locations.raisingcanes.com/ca/north-hollywood/4835-n-lankershim-blvd', 'displayUrl': 'https://locations.raisingcanes.com/ca/north-hollywood/4835-n-lankershim-blvd'}"
Raising Cane's,C387,Raising Cane's Chicken Fingers,1970 S Atlantic Blvd,Monterey Park,CA,91754,US,34.041095571371024,-118.14159529518118,+16265372567,{'url': 'https://locations.raisingcanes.com/ca/monterey-park/1970-s-atlantic-blvd'}
Raising Cane's,C474,Raising Cane's Chicken Fingers,105 S Las Posas Road,San Marcos,CA,92078,US,33.14014178173624,-117.19253510784124,+17607521980,{'url': 'https://locations.raisingcanes.com/ca/san-marcos/105-s-las-posas-road'}
Raising Cane's,C549,Raising Cane's Chicken Fingers,1750 W Olive Ave,Burbank,CA,91506,US,34.16644658786323,-118.3235584926424,+18185310955,{'url': 'https://locations.raisingcanes.com/ca/burbank/1750-w-olive-ave'}
Raising Cane's,C327,Raising Cane's Chicken Fingers,191 Imperial Hwy,Anaheim,CA,92807,US,33.84923404341478,-117.7908204517102,+17146375001,{'url': 'https://locations.raisingcanes.com/ca/anaheim/191-imperial-hwy'}
Raising Cane's,C923,Raising Cane's Chicken Fingers,12665 Poway Rd,Poway,CA,92064,US,32.954157779182374,-117.0562227885941,+18588596610,{'url': 'https://locations.raisingcanes.com/ca/poway/12665-poway-rd'}
Raising Cane's,C575,Raising Cane's Chicken Fingers,1300 E. Valley Blvd,Alhambra,CA,91801,US,34.07884772453452,-118.11048350147422,+16265372578,{'url': 'https://locations.raisingcanes.com/ca/alhambra/1300-e.-valley-blvd'}
Raising Cane's,C282,Raising Cane's Chicken Fingers,8867 Cuyamaca St.,Santee,CA,92071,US,32.83788415840007,-116.98321944366566,+16194490565,{'url': 'https://locations.raisingcanes.com/ca/santee/8867-cuyamaca-st.'}
Raising Cane's,C541,Raising Cane's Chicken Fingers,2991 Jamacha Road,El Cajon,CA,92019,US,32.73907155832683,-116.94181682472657,+16194035991,{'url': 'https://locations.raisingcanes.com/ca/el-cajon/2991-jamacha-road'}
Raising Cane's,C517,Raising Cane's Chicken Fingers,1280 W. Valley Parkway,Escondido,CA,92029,US,33.11481234295648,-117.1009525073576,+17604802800,{'url': 'https://locations.raisingcanes.com/ca/escondido/1280-w.-valley-parkway'}
Raising Cane's,C366,Raising Cane's Chicken Fingers,40390 Margarita Road,Temecula,CA,92591,US,33.52837367517393,-117.14893462672484,+19515872308,{'url': 'https://locations.raisingcanes.com/ca/temecula/40390-margarita-road'}
Raising Cane's,C328,Raising Cane's Chicken Fingers,24655 Madison Ave,Murrieta,CA,92562,US,33.56231673295674,-117.20663420196026,+19518947732,{'url': 'https://locations.raisingcanes.com/ca/murrieta/24655-madison-ave'}
Raising Cane's,C937,Raising Cane's Chicken Fingers,28020 Clinton Keith Road,Murrieta,CA,92563,US,33.59859099427126,-117.17115552676407,+19514844941,"{'url': 'https://locations.raisingcanes.com/ca/murrieta/28020-clinton-keith-road', 'displayUrl': 'https://locations.raisingcanes.com/ca/murrieta/28020-clinton-keith-road'}"
Raising Cane's,C320,Raising Cane's Chicken Fingers,"29911 Antelope Road, Suite 100",Menifee,CA,92584,US,33.685607732288794,-117.16851891936312,+19516720393,{'url': 'https://locations.raisingcanes.com/ca/menifee/29911-antelope-road-suite-100'}
Raising Cane's,C535,Raising Cane's Chicken Fingers,29250 Central Ave.,Lake Elsinore,CA,92532,US,33.694187904284014,-117.33435576074791,+19513734789,{'url': 'https://locations.raisingcanes.com/ca/lake-elsinore/29250-central-ave.'}
Raising Cane's,C482,Raising Cane's Chicken Fingers,3156 W. Florida Ave.,Hemet,CA,92545,US,33.74782730930487,-117.00511029447746,+19514844939,{'url': 'https://locations.raisingcanes.com/ca/hemet/3156-w.-florida-ave.'}
Raising Cane's,C874,Raising Cane's Chicken Fingers,239 Old Nuevo Rd.,Perris,CA,92571,US,33.800929009114085,-117.22977700004577,+19514356920,{'url': 'https://locations.raisingcanes.com/ca/perris/239-old-nuevo-rd.'}
Raising Cane's,C382,Raising Cane's Chicken Fingers,1215 East Ontario Avenue,Corona,CA,92881,US,33.848668164693706,-117.54273918302773,+19513711005,{'url': 'https://locations.raisingcanes.com/ca/corona/1215-east-ontario-avenue'}
Raising Cane's,C500,Raising Cane's Chicken Fingers,840 North Main Street,Corona,CA,92878,US,33.89455811739843,-117.56377946946064,+19514844932,{'url': 'https://locations.raisingcanes.com/ca/corona/840-north-main-street'}
Raising Cane's,C300,Raising Cane's Chicken Fingers,11066 Magnolia Ave.,Riverside,CA,92505,US,33.9036156301494,-117.4751327901783,+19516376551,{'url': 'https://locations.raisingcanes.com/ca/riverside/11066-magnolia-ave.'}
Raising Cane's,C536,Raising Cane's Chicken Fingers,5601 Ramon Rd,Palm Springs,CA,92264,US,33.81301403068652,-116.48691528834324,+17609046707,{'url': 'https://locations.raisingcanes.com/ca/palm-springs/5601-ramon-rd'}
Raising Cane's,C551,Raising Cane's Chicken Fingers,12625 Frederick St,Moreno Valley,CA,92553,US,33.93760228879672,-117.2619011012128,+19514974978,{'url': 'https://locations.raisingcanes.com/ca/moreno-valley/12625-frederick-st'}
Raising Cane's,C470,Raising Cane's Chicken Fingers,1535 East 2nd Street,Beaumont,CA,92223,US,33.922708614906476,-116.95338157729815,+19518450251,{'url': 'https://locations.raisingcanes.com/ca/beaumont/1535-east-2nd-street'}
Raising Cane's,C962,Raising Cane's Chicken Fingers,5941 Van Buren Blvd,Riverside,CA,92503,US,33.94156745472554,-117.45337653067111,+19094073937,{'url': 'https://locations.raisingcanes.com/ca/riverside/5941-van-buren-blvd'}
Raising Cane's,C820,Raising Cane's Chicken Fingers,4110 Central Ave,Riverside,CA,92506,US,33.9535037,-117.397413,+19095467621,{'url': 'https://locations.raisingcanes.com/ca/riverside/4110-central-ave'}
Raising Cane's,C873,Raising Cane's Chicken Fingers,82-171 Avenue 42,Indio,CA,92203,US,33.741321,-116.232214,+17609723907,{'url': 'https://locations.raisingcanes.com/ca/indio/82-171-avenue-42'}
Raising Cane's,C1113,Raising Cane's Chicken Fingers,8077 Mission Blvd,Jurupa Valley,CA,92509,US,34.0118005,-117.4597202,+19095467625,{'url': 'https://locations.raisingcanes.com/ca/jurupa-valley/8077-mission-blvd'}
Raising Cane's,C590,Raising Cane's Chicken Fingers,3919 Grand Ave,Chino,CA,91710,US,33.997820138001394,-117.71895535276127,+19093213452,{'url': 'https://locations.raisingcanes.com/ca/chino/3919-grand-ave'}
Raising Cane's,C544,Raising Cane's Chicken Fingers,1837 E 16th Street,Yuma,AZ,85365,US,32.69805599302393,-114.60147515926235,+19287830324,{'url': 'https://locations.raisingcanes.com/az/yuma/1837-e-16th-street'}
Raising Cane's,C695,Raising Cane's Chicken Fingers,1220 North Dysart Road,Goodyear,AZ,85395,US,33.45978435771206,-112.34164702962234,+16026913248,{'url': 'https://locations.raisingcanes.com/az/goodyear/1220-north-dysart-road'}
Raising Cane's,C430,Raising Cane's Chicken Fingers,9935 W. McDowell Ave,Avondale,AZ,85392,US,33.46310417542977,-112.27316736631198,+16232823631,{'url': 'https://locations.raisingcanes.com/az/avondale/9935-w.-mcdowell-ave'}
Raising Cane's,C572,Raising Cane's Chicken Fingers,5950 West Baseline Road,Laveen,AZ,85339,US,33.3779715,-112.1874288,+16026913258,{'url': 'https://locations.raisingcanes.com/az/laveen/5950-west-baseline-road'}
Raising Cane's,C451,Raising Cane's Chicken Fingers,14385 W. Bell Road,Surprise,AZ,85374,US,33.63804265512069,-112.36995296193034,+16232303997,{'url': 'https://locations.raisingcanes.com/az/surprise/14385-w.-bell-road'}
Raising Cane's,C564,Raising Cane's Chicken Fingers,9232 West Glendale Avenue,Glendale,AZ,85305,US,33.537991537532946,-112.25808929155079,+16232823868,{'url': 'https://locations.raisingcanes.com/az/glendale/9232-west-glendale-avenue'}
Raising Cane's,C687,Raising Cane's Chicken Fingers,1525 North 51st Avenue,Phoenix,AZ,85043,US,33.4648445,-112.1687391,+16026913256,{'url': 'https://locations.raisingcanes.com/az/phoenix/1525-north-51st-avenue'}
Raising Cane's,C591,Raising Cane's Chicken Fingers,5301 West Indian School Road,Phoenix,AZ,85031,US,33.494507983410806,-112.17366132042741,+16232823767,{'url': 'https://locations.raisingcanes.com/az/phoenix/5301-west-indian-school-road'}
Raising Cane's,C525,Raising Cane's Chicken Fingers,2455 East Baseline Road,Phoenix,AZ,85042,US,33.377201984605904,-112.02882114681672,+16022689822,{'url': 'https://locations.raisingcanes.com/az/phoenix/2455-east-baseline-road'}
Raising Cane's,C433,Raising Cane's Chicken Fingers,7930 W. Bell Rd.,Glendale,AZ,85308,US,33.638981261729,-112.22985226879901,+16027146367,{'url': 'https://locations.raisingcanes.com/az/glendale/7930-w.-bell-rd.'}
Raising Cane's,C989,Raising Cane's Chicken Fingers,7450 West Chandler Boulevard,Chandler,AZ,85226,US,33.305894135774224,-111.96932661083062,+14809339528,{'url': 'https://locations.raisingcanes.com/az/chandler/7450-west-chandler-boulevard'}
Raising Cane's,C686,Raising Cane's Chicken Fingers,5959 West Thunderbird Road,Glendale,AZ,85306,US,33.61029815179015,-112.18703704926347,+16026913239,{'url': 'https://locations.raisingcanes.com/az/glendale/5959-west-thunderbird-road'}
Raising Cane's,C817,Raising Cane's Chicken Fingers,25300 N Lake Pleasant Pkwy,Peoria,AZ,85383,US,33.713427,-112.271797,+16026913262,"{'url': 'https://locations.raisingcanes.com/az/peoria/25300-n-lake-pleasant-pkwy', 'displayUrl': 'https://locations.raisingcanes.com/az/peoria/25300-n-lake-pleasant-pkwy', 'preferDisplayUrl': False}"
Raising Cane's,C955,Raising Cane's Chicken Fingers,710 E Indian School Rd,Phoenix,AZ,85014,US,33.49515594359895,-112.06436865265029,+16026913277,{'url': 'https://locations.raisingcanes.com/az/phoenix/710-e-indian-school-rd'}
Raising Cane's,C426,Raising Cane's Chicken Fingers,2715 West Peoria Ave,Phoenix,AZ,85029,US,33.581351755518014,-112.11885319377583,+16027953550,{'url': 'https://locations.raisingcanes.com/az/phoenix/2715-west-peoria-ave'}
Raising Cane's,C456,Raising Cane's Chicken Fingers,5850 N. 7th Street,Phoenix,AZ,85014,US,33.523444716871076,-112.06547648762786,+16024649731,{'url': 'https://locations.raisingcanes.com/az/phoenix/5850-n.-7th-street'}
Raising Cane's,C460,Raising Cane's Chicken Fingers,1781 East Warner Road,Tempe,AZ,85284,US,33.33421969865413,-111.91169350693559,+14807553464,{'url': 'https://locations.raisingcanes.com/az/tempe/1781-east-warner-road'}
Raising Cane's,C440,Raising Cane's Chicken Fingers,2469 E. Florence Blvd,Casa Grande,AZ,85194,US,32.8791005739618,-111.68069866153193,+15207886314,{'url': 'https://locations.raisingcanes.com/az/casa-grande/2469-e.-florence-blvd'}
Raising Cane's,C672,Raising Cane's Chicken Fingers,2804 W Bell Rd,Phoenix,AZ,85035,US,33.64023788690089,-112.11977113953766,+14809339470,{'url': 'https://locations.raisingcanes.com/az/phoenix/2804-w-bell-rd'}
Raising Cane's,C443,Raising Cane's Chicken Fingers,4075 S. Arizona Avenue,Chandler,AZ,85248,US,33.24636122529785,-111.84067436437711,+14802145520,{'url': 'https://locations.raisingcanes.com/az/chandler/4075-s.-arizona-avenue'}
Raising Cane's,C427,Raising Cane's Chicken Fingers,4325 E Thomas Rd,Phoenix,AZ,85018,US,33.47990239716428,-111.98837952165078,+16025532263,{'url': 'https://locations.raisingcanes.com/az/phoenix/4325-e-thomas-rd'}
Raising Cane's,C1109,Raising Cane's Chicken Fingers,32933 Yucaipa Blvd,Yucaipa,CA,92399,US,34.03369686164583,-117.08519632009887,+19099773224,{'url': 'https://locations.raisingcanes.com/ca/yucaipa/32933-yucaipa-blvd'}
Raising Cane's,C459,Raising Cane's Chicken Fingers,5201 South Mcclintock Drive,Tempe,AZ,85283,US,33.37809139276415,-111.908956926579,+14808205270,{'url': 'https://locations.raisingcanes.com/az/tempe/5201-south-mcclintock-drive'}
Raising Cane's,C428,Raising Cane's Chicken Fingers,960 E. University Dr,Tempe,AZ,85281,US,33.42243278993816,-111.92438567055225,+14806963497,{'url': 'https://locations.raisingcanes.com/az/tempe/960-e.-university-dr'}
Raising Cane's,C738,Raising Cane's Chicken Fingers,1877 N Arizona Ave,Chandler,AZ,85225,US,33.33391485698605,-111.84118843944177,+14809339434,{'url': 'https://locations.raisingcanes.com/az/chandler/1877-n-arizona-ave'}
Raising Cane's,C445,Raising Cane's Chicken Fingers,1050 E. Bell Rd.,Phoenix,AZ,85022,US,33.640896408154326,-112.05924962768735,+16025954984,{'url': 'https://locations.raisingcanes.com/az/phoenix/1050-e.-bell-rd.'}
Raising Cane's,C683,Raising Cane's Chicken Fingers,1250 S. Alma School Rd.,Mesa,AZ,85210,US,33.391907391982976,-111.85772906045955,+14809339441,{'url': 'https://locations.raisingcanes.com/az/mesa/1250-s.-alma-school-rd.'}
Raising Cane's,C592,Raising Cane's Chicken Fingers,1127 North Dobson Road,Mesa,AZ,85201,US,33.436119533427956,-111.86907896724496,+14809339443,{'url': 'https://locations.raisingcanes.com/az/mesa/1127-north-dobson-road'}
Raising Cane's,C957,Raising Cane's Chicken Fingers,33179 North Gary Road,San Tan Valley,AZ,85143,US,33.18020871,-111.58432785,+14809339504,{'url': 'https://locations.raisingcanes.com/az/san-tan-valley/33179-north-gary-road'}
Raising Cane's,C448,Raising Cane's Chicken Fingers,21571 S Ellsworth Rd,Queen Creek,AZ,85142,US,33.25243719877852,-111.63736722883694,+14802479301,{'url': 'https://locations.raisingcanes.com/az/queen-creek/21571-s-ellsworth-rd'}
Raising Cane's,C447,Raising Cane's Chicken Fingers,2370 S Val Vista Dr,Gilbert,AZ,85295,US,33.30730170074281,-111.75649411652667,+14807736055,{'url': 'https://locations.raisingcanes.com/az/gilbert/2370-s-val-vista-dr'}
Raising Cane's,C545,Raising Cane's Chicken Fingers,5129 South Power Road,Mesa,AZ,85212,US,33.3229304473241,-111.68632727976227,+14809339521,{'url': 'https://locations.raisingcanes.com/az/mesa/5129-south-power-road'}
Raising Cane's,C431,Raising Cane's Chicken Fingers,1945 S. Stapley Dr,Mesa,AZ,85204,US,33.379375138580976,-111.8067600670139,+14802076190,{'url': 'https://locations.raisingcanes.com/az/mesa/1945-s.-stapley-dr'}
Raising Cane's,C450,Raising Cane's Chicken Fingers,1930 S. Greenfield Rd.,Mesa,AZ,85206,US,33.381145762019564,-111.74008776098141,+14803068760,{'url': 'https://locations.raisingcanes.com/az/mesa/1930-s.-greenfield-rd.'}
Raising Cane's,C883,Raising Cane's Chicken Fingers,1502 South Signal Butte Road,Mesa,AZ,85209,US,33.3898005,-111.5987158,+14809339477,{'url': 'https://locations.raisingcanes.com/az/mesa/1502-south-signal-butte-road'}
Raising Cane's,C926,Raising Cane's Chicken Fingers,2161 North Power Road,Mesa,AZ,82507,US,33.455602241454145,-111.68349306157509,+14809339506,"{'url': 'https://locations.raisingcanes.com/az/mesa/2161-north-power-road', 'displayUrl': 'https://locations.raisingcanes.com/az/mesa/2161-north-power-road'}"
Raising Cane's,C438,Raising Cane's Chicken Fingers,7386 East Shea Blvd,Scottsdale,AZ,85260,US,33.58267831067636,-111.92296100263644,+14802658995,{'url': 'https://locations.raisingcanes.com/az/scottsdale/7386-east-shea-blvd'}
Raising Cane's,C435,Raising Cane's Chicken Fingers,4506 E. Cactus Rd.,Phoenix,AZ,85032,US,33.600222555871454,-111.98641168484544,+16022375857,{'url': 'https://locations.raisingcanes.com/az/phoenix/4506-e.-cactus-rd.'}
Raising Cane's,C1098,Raising Cane's Chicken Fingers,5737 E State Route 69,Prescott Valley,AZ,86314,US,34.5772646,-112.3640833,+19282483689,{'url': 'https://locations.raisingcanes.com/az/prescott-valley/5737-e-state-route-69'}
Raising Cane's,C972,Raising Cane's Chicken Fingers,1401 Gibson Boulevard Southeast,Albuquerque,NM,87106,US,35.0592926,-106.6334161,+15053138618,"{'url': 'https://locations.raisingcanes.com/nm/albuquerque/1401-gibson-boulevard-southeast', 'displayUrl': 'https://locations.raisingcanes.com/nm/albuquerque/1401-gibson-boulevard-southeast', 'preferDisplayUrl': False}"
Raising Cane's,C91,Raising Cane's Chicken Fingers,5203 57th St.,Lubbock,TX,79414,US,33.54216906744888,-101.92315071301199,+18067840572,{'url': 'https://locations.raisingcanes.com/tx/lubbock/5203-57th-st.'}
Raising Cane's,C397,Raising Cane's Chicken Fingers,5702 4th Street,Lubbock,TX,79416,US,33.59270885793383,-101.93501111920402,+18067881588,{'url': 'https://locations.raisingcanes.com/tx/lubbock/5702-4th-street'}
Raising Cane's,C158,Raising Cane's Chicken Fingers,2725 82nd St.,Lubbock,TX,79423,US,33.51925849748238,-101.877501072577,+18064450213,{'url': 'https://locations.raisingcanes.com/tx/lubbock/2725-82nd-st.'}
Raising Cane's,C51,Raising Cane's Chicken Fingers,907 University Avenue,Lubbock,TX,79401,US,33.586813819867224,-101.87004750183506,+18067448552,{'url': 'https://locations.raisingcanes.com/tx/lubbock/907-university-avenue'}
Raising Cane's,C417,Raising Cane's Chicken Fingers,1041 E US Highway 377,Granbury,TX,76048,US,32.43428502194317,-97.77375966153191,+18175792625,{'url': 'https://locations.raisingcanes.com/tx/granbury/1041-e-us-highway-377'}
Raising Cane's,C217,Raising Cane's Chicken Fingers,1824 South Main St.,Weatherford,TX,76086,US,32.733392729049214,-97.79389494129418,+18175947791,{'url': 'https://locations.raisingcanes.com/tx/weatherford/1824-south-main-st.'}
Raising Cane's,C689,Raising Cane's Chicken Fingers,1605 West Henderson St,Cleburne,TX,76033,US,32.338725910943396,-97.41170913705618,+18177201978,{'url': 'https://locations.raisingcanes.com/tx/cleburne/1605-west-henderson-st'}
Raising Cane's,C367,Raising Cane's Chicken Fingers,8506 Benbrook Boulevard,Benbrook,TX,76126,US,32.682344865374745,-97.46174421245813,+18172497523,{'url': 'https://locations.raisingcanes.com/tx/benbrook/8506-benbrook-boulevard'}
Raising Cane's,C704,Raising Cane's Chicken Fingers,5544 McPherson Blvd,Fort Worth,TX,76123,US,32.6070293,-97.41002549999999,+18177201942,{'url': 'https://locations.raisingcanes.com/tx/fort-worth/5544-mcpherson-blvd'}
Raising Cane's,C90,Raising Cane's Chicken Fingers,5729 South Hulen St.,Fort Worth,TX,76132,US,32.66540830301212,-97.40077234374091,+18174231833,{'url': 'https://locations.raisingcanes.com/tx/fort-worth/5729-south-hulen-st.'}
