brand,store_id,store_number,name,ownership,phone,line1,line2,line3,city,region,postalCode,countryCode,lat,lng,open,openStatusFormatted,hoursStatusFormatted,slug
Starbucks,10934,79580-105116,Safeway Kingman 2017,LS,+1 928-753-2943,3125 Stockton Hill Rd,,,Kingman,AZ,86401,US,35.21481,-114.03638,True,Open until 8:00 PM,Open today from 6:00 AM - 8:00 PM,safeway-kingman-2017-3125-stockton-hill-rd-kingman-az-864014165-us
Starbucks,18141,11218-102230,"Stockton Hill & Kino, Kingman",CO,+1 928-327-1293,3765 Stockton Hill Road,,,Kingman,AZ,86409,US,35.2325,-114.03761,True,Open until 9:00 PM,Open today from 4:00 AM - 9:00 PM,stockton-hill-kino-kingman-3765-stockton-hill-road-kingman-az-864093057-us
Starbucks,1005906,20215-200588,Safeway Kingman 1887,LS,+1 928-681-4900,3970 Stockton Hill Rd,,,Kingman,AZ,86409,US,35.2384,-114.03584,True,Open until 8:00 PM,Open today from 6:00 AM - 8:00 PM,safeway-kingman-1887-3970-stockton-hill-rd-kingman-az-86409-us
Starbucks,1032266,66559-300989,Basha's Kingman 30,LS,+1 928-757-7162,3360 E Andy Devine Ave,,,Kingman,AZ,86401,US,35.22155,-114.00465,True,Open until 8:00 PM,Open today from 6:00 AM - 8:00 PM,bashas-kingman-30-3360-e-andy-devine-ave-kingman-az-86401-us
Starbucks,9961,79552-96791,Safeway Flagstaff 270,LS,+1 928-526-6116,4910 N US-89,,,Flagstaff,AZ,86004,US,35.22583,-111.57857,True,Open until 8:00 PM,Open today from 6:00 AM - 8:00 PM,safeway-flagstaff-270-4910-n-us-89-flagstaff-az-860042846-us
Starbucks,1027426,56066-289533,Hwy. 89 & Cummings,CO,+1 928-522-4991,4504 N. Highway 89,,,Flagstaff,AZ,86004,US,35.2236,-111.58361,True,Open until 9:30 PM,Open today from 4:00 AM - 9:30 PM,hwy-89-cummings-4504-n-highway-89-flagstaff-az-860042417-us
Starbucks,1013037,5988-211704,Route 66 & Ponderosa Pkwy,CO,+1 928-214-6461,1688 East Route 66,,,Flagstaff,AZ,86004,US,35.19564,-111.62807,True,Open until 8:00 PM,Open today from 4:30 AM - 8:00 PM,route-66-ponderosa-pkwy-1688-east-route-66-flagstaff-az-860043745-us
Starbucks,1009082,23523-230691,Fry's Flagstaff 104,LS,+1 928-774-2719,201 N Switzer Canyon Dr,,,Flagstaff,AZ,86001,US,35.19518,-111.63514,True,Open until 7:00 PM,Open today from 6:00 AM - 7:00 PM,frys-flagstaff-104-201-n-switzer-canyon-dr-flagstaff-az-86001-us
Starbucks,90335,17806-185724,Northern Arizona University So,LS,+1 928-523-2372,300 E McConnell Dr,,,Flagstaff,AZ,86001,US,35.17945,-111.65601,True,Open until 8:00 PM,Open today from 7:00 AM - 8:00 PM,northern-arizona-university-so-300-e-mc-connell-dr-flagstaff-az-86001-us
Starbucks,9962,79536-101003,Safeway Flagstaff 1225,LS,+1 928-774-3774,1500 East Cedar Ave,,,Flagstaff,AZ,86004,US,35.21975,-111.62197,True,Open until 8:00 PM,Open today from 6:00 AM - 8:00 PM,safeway-flagstaff-1225-1500-east-cedar-ave-flagstaff-az-860041641-us
Starbucks,7683,70023-117805,NAU Student Union Building,LS,+1 928-523-2372,Building 30,,,Flagstaff,AZ,86011,US,35.18927,-111.65586,True,Open until 10:00 PM,Open today from 7:00 AM - 10:00 PM,nau-student-union-building-building-30-flagstaff-az-86011573-us
Starbucks,9514,76430-97574,Target Flagstaff 935,LS,+1 928-774-3500,1650 S Milton Rd,,,Flagstaff,AZ,86001,US,35.18434,-111.66142,True,Open until 1:00 AM,Open today from 7:00 AM - 1:00 AM,target-flagstaff-935-1650-s-milton-rd-flagstaff-az-860010802-us
Starbucks,1011530,25697-103428,Bashas' Flagstaff 18,LS,+1 927-774-3882,2700 S Woodlands Village Blvd,,,Flagstaff,AZ,86001,US,35.17656,-111.66728,True,Open until 7:00 PM,Open today from 6:00 AM - 7:00 PM,bashas-flagstaff-18-2700-s-woodlands-village-blvd-flagstaff-az-8600171
Starbucks,7332,9624-96090,"1307 S. Milton Rd., Flagstaff",CO,+1 928-774-0602,1307 S. Milton Road,,,Flagstaff,AZ,86001,US,35.1874,-111.66184,True,Open until 9:00 PM,Open today from 4:30 AM - 9:00 PM,1307-s-milton-rd-flagstaff-1307-s-milton-road-flagstaff-az-860016346-us
Starbucks,9381,74227-59039,Safeway Flagstaff 2028,LS,+1 520-779-3401,1201 S Plaza Way,,,Flagstaff,AZ,86001,US,35.18976,-111.66306,True,Open until 8:00 PM,Open today from 6:00 AM - 8:00 PM,safeway-flagstaff-2028-1201-s-plaza-way-flagstaff-az-860016318-us
Starbucks,1017422,29677-253433,Rio Bravo and Coors,CO,+1 505-220-3043,3721 Las Estancias Ct SW,,,Albuquerque,NM,87121,US,35.02274,-106.71394,True,Open until 10:00 PM,Open today from 4:30 AM - 10:00 PM,rio-bravo-and-coors-3721-las-estancias-ct-sw-albuquerque-nm-871215505-
Starbucks,1019683,50274-270506,98th & Central,CO,+1 505-249-2703,136 98th Street,,,Albuquerque,NM,87121,US,35.07497,-106.74271,True,Open until 9:30 PM,Open today from 4:30 AM - 9:30 PM,98th-central-136-98th-street-albuquerque-nm-871218796-us
Starbucks,1021787,51961-270508,Unser & Ladera,CO,+1 505-831-8792,1720 Unser Blvd NW Ste A,,,Albuquerque,NM,87120,US,35.10212,-106.72947,True,Open until 9:00 PM,Open today from 4:30 AM - 9:00 PM,unser-ladera-1720-unser-blvd-nw-ste-a-albuquerque-nm-871204394-
Starbucks,1035330,61745-296073,Coors and Hanover,CO,+1 505-785-0937,1440 Coors Blvd NW,,,Albuquerque,NM,87121,US,35.09905,-106.70725,True,Open until 8:30 PM,Open today from 4:30 AM - 8:30 PM,coors-and-hanover-1440-coors-blvd-nw-albuquerque-nm-871211104-us
Starbucks,1029202,61203-295145,Gibson and Mulberry,CO,+1 505-393-7503,1314 Gibson Blvd SE,,,Albuquerque,NM,87106,US,35.05884,-106.63474,True,Open until 8:00 PM,Open today from 5:00 AM - 8:00 PM,gibson-and-mulberry-1314-gibson-blvd-se-albuquerque-nm-871065006-us
Starbucks,1014476,5791-239810,ABQ - Rio Grande and I-40,CO,+1 505-764-9201,1000 Rio Grande Blvd.,,,Albuquerque,NM,87104,US,35.10376,-106.67044,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,abq-rio-grande-and-i-40-1000-rio-grande-blvd-albuquerque-nm-871042032-us
Starbucks,1020406,48926-263693,Coors and St Joseph,CO,+1 505-859-2790,4101 Coors Blvd. NW,,Suite A,Albuquerque,NM,87120,US,35.12964,-106.70251,True,Open until 9:00 PM,Open today from 4:30 AM - 9:00 PM,coors-and-st-joseph-4101-coors-blvd-nw-suite-a-albuquerque-nm-87120368
Starbucks,10247,10119-99305,"Lomas & Broadway, Albuquerque",CO,+1 505-242-2092,800 Broadway NE,,,Albuquerque,NM,87102,US,35.09049,-106.64297,True,Open until 8:00 PM,Open today from 4:30 AM - 8:00 PM,lomas-broadway-albuquerque-800-broadway-ne-albuquerque-nm-871022322-us
Starbucks,1031996,60943-294398,CENTRAL NM COMMUNITY COLLEGE,LS,+1 505-243-0457,719 University Blvd SE,,,Albuquerque,NM,87106,US,35.07476,-106.62891,True,Open until 4:00 PM,Open today from 7:00 AM - 4:00 PM,central-nm-community-college-719-university-blvd-se-albuquerque-nm-87106-us
Starbucks,1013964,26155-238026,AVANYU PLAZA 19 Pueblos Distri,LS,+1 505-314-8210,2350 12th Street NW,,,Albuquerque,NM,87104,US,35.10942,-106.65815,True,Open until 6:00 PM,Open today from 5:30 AM - 6:00 PM,avanyu-plaza-19-pueblos-distri-2350-12-th-street-nw-albuquerque-nm-87104-us
Starbucks,8335,75279-97118,Univ. New Mexico Zimmerman Lib,LS,+1 505-277-1672,201 La Posada,,,Albuquerque,NM,87131,US,35.08521,-106.6206,True,Open until 5:00 PM,Open today from 8:00 AM - 5:00 PM,univ-new-mexico-zimmerman-lib-201-la-posada-albuquerque-nm-87131-us
Starbucks,12591,8652-93725,"Gibson & Palomas, Albuquerque",CO,+1 505-255-0773,5301 Gibson Blvd SE,,,Albuquerque,NM,87108,US,35.05853,-106.58293,True,Open until 7:00 PM,Open today from 5:00 AM - 7:00 PM,gibson-palomas-albuquerque-5301-gibson-blvd-se-albuquerque-nm-871084726-us
Starbucks,1009974,24472-238085,ABQ - Lomas and Washington,CO,+1 505-508-8174,4407 Lomas Blvd NE,,,Albuquerque,NM,87110,US,35.08767,-106.59544,True,Open until 8:00 PM,Open today from 5:00 AM - 8:00 PM,abq-lomas-and-washington-4407-lomas-blvd-ne-albuquerque-nm-871107752-us
Starbucks,14620,9401-95107,"NM 6 & Emilio Lopez, Los Lunas",CO,+1 505-565-1137,1830 Main St NW,,,Los Lunas,NM,87031,US,34.81402,-106.75578,True,Open until 9:00 PM,Open today from 4:30 AM - 9:00 PM,nm-6-emilio-lopez-los-lunas-1830-main-st-nw-los-lunas-nm-870314842-us
Starbucks,1029063,58312-292015,Menaul and Carlisle,CO,+1 505-372-6007,3501 Menaul Blvd NE,,,Albuquerque,NM,87107,US,35.10967,-106.60468,True,Open until 8:00 PM,Open today from 4:30 AM - 8:00 PM,menaul-and-carlisle-3501-menaul-blvd-ne-albuquerque-nm-871071817-us
Starbucks,1020272,5845-263694,Golf Course and Paseo del Nort,CO,+1 505-899-6978,8201 Golf Course Road,,Suite F,Albuquerque,NM,87120,US,35.17888,-106.68815,True,Open until 10:00 PM,Open today from 4:30 AM - 10:00 PM,golf-course-and-paseo-del-nort-8201-golf-course-road-suite-f-albuquerque-nm-87120
Starbucks,10608,14267-109285,San Mateo and Haines,CO,+1 505-255-0026,2104 San Mateo Blvd NE,,,Albuquerque,NM,87110,US,35.10026,-106.5861,True,Open until 8:00 PM,Open today from 4:30 AM - 8:00 PM,san-mateo-and-haines-2104-san-mateo-blvd-ne-albuquerque-nm-871105149-us
Starbucks,16644,6417-39800,I-25 & Montano,CO,+1 505-343-1450,1450 Montano NE,,,Albuquerque,NM,87107,US,35.13378,-106.61215,True,Open until 7:00 PM,Open today from 4:30 AM - 7:00 PM,i-25-montano-1450-montano-ne-albuquerque-nm-871074947-us
Starbucks,1010143,5362-165285,San Mateo & Prospect,CO,+1 505-881-5304,2451 San Mateo Blvd NE,,A1,Albuquerque,NM,87110,US,35.1069,-106.58758,True,Open until 7:00 PM,Open today from 4:30 AM - 7:00 PM,san-mateo-prospect-2451-san-mateo-blvd-ne-a-1-albuquerque-nm-87110441
Starbucks,1039226,63338-297483,Main St and Hwy 47 - Los Lunas,CO,+1 505-444-7003,2442 MAIN ST NE,,,Los Lunas,NM,87031,US,34.80634,-106.70381,True,Open until 8:30 PM,Open today from 5:00 AM - 8:30 PM,main-st-and-hwy-47-los-lunas-2442-main-st-ne-los-lunas-nm-870316322-us
Starbucks,1023088,57471-290632,Albertsons Los Lunas 919,LS,+1 505-865-3313,2354 Main Street SE,,,Los Lunas,NM,87031,US,34.80446,-106.70386,True,Open until 7:00 PM,Open today from 6:00 AM - 7:00 PM,albertsons-los-lunas-919-2354-main-street-se-los-lunas-nm-87031-us
Starbucks,1025940,59833-293019,Macy's Coronado Center 1st Flo,LS,+1 505-889-2100,6600 Menaul Blvd NE,,,Albuquerque,NM,87110,US,35.10745,-106.57433,False,Opens Thursday at 10:00 AM,Open today from 10:00 AM - 6:00 PM,macys-coronado-center-1st-flo-6600-menaul-blvd-ne-albuquerque-nm-87110-us
Starbucks,114061,17094-177244,Target Albuquerque 2813,LS,+1 505-200-3234,2120 Louisiana Blvd. NE,,,Albuquerque,NM,87110,US,35.10087,-106.56788,True,Open until 8:00 PM,Open today from 7:00 AM - 8:00 PM,target-albuquerque-2813-2120-louisiana-blvd-ne-albuquerque-nm-87110-us
Starbucks,1006269,20786-207784,Target Albuquerque 625,LS,+1 505-897-7923,9371 Coors Blvd NW,,,Albuquerque,NM,87114,US,35.18606,-106.66495,True,Open until 8:00 PM,Open today from 8:00 AM - 8:00 PM,target-albuquerque-625-9371-coors-blvd-nw-albuquerque-nm-87114-us
Starbucks,1010351,5590-238083,ABQ - San Mateo and Montgomery,CO,+1 505-881-2795,4301 San Mateo Blvd NE,,,Albuquerque,NM,87110,US,35.1299,-106.58707,True,Open until 8:00 PM,Open today from 5:00 AM - 8:00 PM,abq-san-mateo-and-montgomery-4301-san-mateo-blvd-ne-albuquerque-nm-871101233-us
Starbucks,1009966,5701-225324,ABQ - Coors Bypass and 7 Bar L,CO,+1 505-899-7835,9965 Coors Bypass NW,,,Albuquerque,NM,87114,US,35.19697,-106.66053,True,Open until 8:30 PM,Open today from 4:30 AM - 8:30 PM,abq-coors-bypass-and-7-bar-l-9965-coors-bypass-nw-albuquerque-nm-871146196-us
Starbucks,1006877,22707-97168,Smith's Albuquerque 463,LS,+1 505-922-4300,4800 McMahon Blvd NW,,,Albuquerque,NM,87114,US,35.20507,-106.67736,True,Open until 8:00 PM,Open today from 6:00 AM - 8:00 PM,smiths-albuquerque-463-4800-mc-mahon-blvd-nw-albuquerque-nm-87114-us
Starbucks,1021559,51106-270507,McMahon & Unser,CO,+1 505-331-7076,5730 McMahon Blvd NW,,,Albuquerque,NM,87114,US,35.21236,-106.69734,True,Open until 9:00 PM,Open today from 4:30 AM - 9:00 PM,mc-mahon-unser-5730-mc-mahon-blvd-nw-albuquerque-nm-871146419-us
Starbucks,1043112,73074-307278,Wyoming & Northeastern,CO,+1 505-521-3828,2004 Wyoming Blvd NE,,,Albuquerque,NM,87112,US,35.10407,-106.55021,True,Open until 8:00 PM,Open today from 5:00 AM - 8:00 PM,wyoming-northeastern-2004-wyoming-blvd-ne-albuquerque-nm-871122616-us
Starbucks,6868,13414-106709,Eubank and Central-Albuquerque,CO,+1 505-294-4412,111 Eubank S.E.,,,Albuquerque,NM,87123,US,35.07102,-106.53285,True,Open until 8:00 PM,Open today from 4:30 AM - 8:00 PM,eubank-and-central-albuquerque-111-eubank-s-e-albuquerque-nm-871233370-us
Starbucks,1023108,5467-278424,Jefferson St & Osuna Rd,CO,+1 505-823-9208,6707 Jefferson St NE,,,Albuquerque,NM,87109,US,35.15711,-106.59399,True,Open until 7:00 PM,Open today from 5:00 AM - 7:00 PM,jefferson-st-osuna-rd-6707-jefferson-st-ne-albuquerque-nm-871094318-us
Starbucks,14619,9764-97643,"San Mateo & I-25, Albuquerque",CO,+1 505-821-9283,6828 San Mateo Blvd NE,,,Albuquerque,NM,87109,US,35.15152,-106.5862,True,Open until 9:00 PM,Open today from 4:00 AM - 9:00 PM,san-mateo-i-25-albuquerque-6828-san-mateo-blvd-ne-albuquerque-nm-871093562-us
Starbucks,1021006,54482-286144,Albertsons Albuquerque 937,LS,+1 505-897-3884,10131 Coors Road NW,,,Albuquerque,NM,87114,US,35.20043,-106.65058,True,Open until 7:00 PM,Open today from 6:00 AM - 7:00 PM,albertsons-albuquerque-937-10131-coors-road-nw-albuquerque-nm-87114-us
Starbucks,8610700,86107-307364,Market Street Rio Rancho 921,LS,,2200 Unser Blvd SE,,,Rio Rancho,NM,87124,US,35.22205,-106.69541,True,Open until 7:00 PM,Open today from 6:00 AM - 7:00 PM,market-street-rio-rancho-921-2200-unser-blvd-se-rio-rancho-nm-87124-us
Starbucks,6609,13413-105007,528 Lowe's Access Rd,CO,+1 505-897-1096,3410 NM 528 NW,Lowe's Center,200,Albuquerque,NM,87114,US,35.20509,-106.65049,True,Open until 8:00 PM,Open today from 5:00 AM - 8:00 PM,528-lowes-access-rd-3410-nm-528-nw-200-albuquerque-nm-871147021-us
Starbucks,7508,76737-105127,Target Albuquerque 0357,LS,+1 505-292-9110,11120 Lomas Blvd NE,,,Albuquerque,NM,87112,US,35.08574,-106.5277,True,Open until 7:00 PM,Open today from 8:00 AM - 7:00 PM,target-albuquerque-0357-11120-lomas-blvd-ne-albuquerque-nm-871125582-us
Starbucks,1019280,29571-246914,ABQ - Montgomery and Wyoming,CO,+1 505-595-5024,4601 Wyoming Blvd NE,,,Albuquerque,NM,87111,US,35.13182,-106.55147,True,Open until 8:00 PM,Open today from 4:30 AM - 8:00 PM,abq-montgomery-and-wyoming-4601-wyoming-blvd-ne-albuquerque-nm-871112363-us
Starbucks,7132,76521-99292,Target Albuquerque 356,LS,+1 505-293-9223,8710 Montgomery Blvd NE,,,Albuquerque,NM,87111,US,35.12976,-106.54773,True,Open until 8:00 PM,Open today from 8:00 AM - 8:00 PM,target-albuquerque-356-8710-montgomery-blvd-ne-albuquerque-nm-871112308-u
Starbucks,14525,8990-94865,"Eubank & Candelaria, Albuquerq",CO,+1 505-323-1018,2801 Eubank Blvd. NE,,2,Albuquerque,NM,87112,US,35.11461,-106.53367,True,Open until 8:00 PM,Open today from 5:00 AM - 8:00 PM,eubank-candelaria-albuquerq-2801-eubank-blvd-ne-2-albuquerque-nm-871121863-us
Starbucks,1009275,23648-231585,Juan Tabo and I-40,CO,+1 505-225-6756,700 Juan Tabo Blvd NE,,,Albuquerque,NM,87123,US,35.0797,-106.51477,True,Open until 9:00 PM,Open today from 4:30 AM - 9:00 PM,juan-tabo-and-i-40-700-juan-tabo-blvd-ne-albuquerque-nm-871231425-us
Starbucks,94978,17996-178545,Wyoming & Academy,CO,+1 505-856-8332,5901 Wyoming Blvd NE,,P5,Albuquerque,NM,87109,US,35.14753,-106.55553,True,Open until 7:30 PM,Open today from 5:00 AM - 7:30 PM,wyoming-academy-5901-wyoming-blvd-ne-p-5-albuquerque-nm-871093839-
Starbucks,8493,76457-97169,Target Albuquerque 2031,LS,+1 505-346-0135,6100 Paseo Del Norte NE,,,Albuquerque,NM,87109,US,35.17264,-106.58111,True,Open until 8:00 PM,Open today from 8:00 AM - 8:00 PM,target-albuquerque-2031-6100-paseo-del-norte-ne-albuquerque-nm-871092529-u
Starbucks,1031584,63770-297484,Alameda and Washington,CO,+1 505-926-5222,8721 WASHINGTON ST NE,,,Albuquerque,NM,87113,US,35.18429,-106.59576,True,Open until 7:00 PM,Open today from 5:00 AM - 7:00 PM,alameda-and-washington-8721-washington-st-ne-albuquerque-nm-871131680-us
Starbucks,11506,8794-94063,I-25 & Paseo del Norte Blvd NE,CO,+1 505-823-2770,8101 San Pedro NE,,,Albuquerque,NM,87113,US,35.17454,-106.57802,True,Open until 8:00 PM,Open today from 5:00 AM - 8:00 PM,i-25-paseo-del-norte-blvd-ne-8101-san-pedro-ne-albuquerque-nm-871131755-us
Starbucks,9119,5866-27350,Juan Tabo & Indian School,CO,+1 505-296-2464,1624 Juan Tabo NE,,,Albuquerque,NM,87112,US,35.09944,-106.51503,True,Open until 8:00 PM,Open today from 5:00 AM - 8:00 PM,juan-tabo-indian-school-1624-juan-tabo-ne-albuquerque-nm-871124435-us
Starbucks,17429,11063-101736,"Southern & Unser, Rio Rancho",CO,+1 505-892-1918,1810 Southern Blvd. SE,,,Rio Rancho,NM,87124,US,35.24123,-106.6992,True,Open until 9:00 PM,Open today from 4:30 AM - 9:00 PM,southern-unser-rio-rancho-1810-southern-blvd-se-rio-rancho-nm-871243507-us
Starbucks,1039759,70457-305162,Tramway Blvd & Central Ave - A,CO,+1 505-521-3896,220 Tramway Blvd SE,,,Albuquerque,NM,87123,US,35.06632,-106.49743,True,Open until 9:00 PM,Open today from 4:30 AM - 9:00 PM,tramway-blvd-central-ave-a-220-tramway-blvd-se-albuquerque-nm-871233934-us
Starbucks,1020234,52989-282927,Albertsons Albuquerque 905,LS,+1 505-299-3800,2910 Juan Tabo NE,,,Albuquerque,NM,87711,US,35.11529,-106.51397,True,Open until 7:00 PM,Open today from 6:00 AM - 7:00 PM,albertsons-albuquerque-905-2910-juan-tabo-ne-albuquerque-nm-87711-us
Starbucks,18528,5805-10752,Wyoming & Paseo del Norte,CO,+1 505-821-7544,8100 Wyoming Blvd NE,La Cueva Town Center,Ste M1,Albuquerque,NM,87113,US,35.17582,-106.55839,True,Open until 7:00 PM,Open today from 5:00 AM - 7:00 PM,wyoming-paseo-del-norte-8100-wyoming-blvd-ne-ste-m-1-albuquerque-nm-871131
Starbucks,1013855,5588-238086,ABQ - Juan Tabo and Montgomery,CO,+1 505-332-0058,11321 Montgomery Blvd NE,,,Albuquerque,NM,87111,US,35.131,-106.51285,True,Open until 8:00 PM,Open today from 5:00 AM - 8:00 PM,abq-juan-tabo-and-montgomery-11321-montgomery-blvd-ne-albuquerque-nm-871112601-
Starbucks,1042221,71308-301570,W. 1st Street & S. 25 Mile Ave,CO,+1 806-391-7729,711 W 1st St,,,Hereford,TX,79045,US,34.81142,-102.40497,True,Open until 9:30 PM,Open today from 4:30 AM - 9:30 PM,w-1st-street-s-25-mile-ave-711-w-1st-st-hereford-tx-790455107-us
Starbucks,1007618,23199-224626,West Texas A&M Univ. Student C,LS,+1 806-651-2715,2501 4th Ave,,,Canyon,TX,79016,US,34.98007,-101.91723,True,Open until 7:00 PM,Open today from 7:30 AM - 7:00 PM,west-texas-a-m-univ-student-c-2501-4th-ave-canyon-tx-79016-us
Starbucks,1055279,84088-312448,Hillside & Soncy,CO,+1 806-604-2182,6023 S Soncy Rd,,,Amarillo,TX,79119,US,35.14442,-101.93772,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,hillside-soncy-6023-s-soncy-rd-amarillo-tx-791191243-us
Starbucks,1055293,84119-307083,Market Street Amarillo 688,LS,+1 806-468-2780,8767 South Coulter,,,Amarillo,TX,79119,US,35.11819,-101.91866,True,Open until 7:00 PM,Open today from 6:00 AM - 7:00 PM,market-street-amarillo-688-8767-south-coulter-amarillo-tx-79119-us
Starbucks,1027928,59329-293190,Canyon Dr & Hollywood Rd,CO,+1 806-375-4110,8619 Canyon Drive,,,Amarillo,TX,79110,US,35.11788,-101.90785,True,Open until 10:00 PM,Open today from 4:30 AM - 10:00 PM,canyon-dr-hollywood-rd-8619-canyon-drive-amarillo-tx-791104811-us
Starbucks,15574,6757-78160,Soncy Rd & I-40,CO,+1 806-352-7695,3240 S Soncy Rd,,3100,Amarillo,TX,79124,US,35.17847,-101.93868,True,Open until 9:30 PM,Open today from 4:30 AM - 9:30 PM,soncy-rd-i-40-3240-s-soncy-rd-3100-amarillo-tx-791242012-us
Starbucks,1028295,57881-291051,Coulter & Pennsylvania,CO,+1 806-450-2002,5140 S Coulter St,,,Amarillo,TX,79119,US,35.15187,-101.92059,True,Open until 10:00 PM,Open today from 5:00 AM - 10:00 PM,coulter-pennsylvania-5140-s-coulter-st-amarillo-tx-791194903-us
Starbucks,1007550,22314-214967,Target Amarillo 221,LS,+1 806-358-4030,8201 I-40 W,,,Amarillo,TX,79121,US,35.18658,-101.93064,True,Open until 1:00 AM,Open today from 7:00 AM - 1:00 AM,target-amarillo-221-8201-i-40-w-amarillo-tx-79121-us
Starbucks,1026490,56722-289825,Tamarack Rd & US 283,CO,+1 580-379-0662,308 E Tamarack Rd,,,Altus,OK,73521,US,34.66716,-99.33097,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,tamarack-rd-us-283-308-e-tamarack-rd-altus-ok-735212145-us
Starbucks,1038313,67887-296084,4th & Grand,CO,+1 405-825-1056,2304 S 4th St,,,Chickasha,OK,73018,US,35.02699,-97.93591,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,4th-grand-2304-s-4th-st-chickasha-ok-730186808-us
Starbucks,12707,6952-89261,36th & Robinson,CO,+1 405-292-2056,3750 W. Robinson,,100,Norman,OK,73072,US,35.23176,-97.49613,True,Open until 8:00 PM,Open today from 5:30 AM - 8:00 PM,36th-robinson-3750-w-robinson-100-norman-ok-730723654-us
Starbucks,1037644,66120-299559,Lindsey & Berry Rd,CO,+1 405-914-9566,1200 W Lindsey St,,,Norman,OK,73069,US,35.20343,-97.45964,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,lindsey-berry-rd-1200-w-lindsey-st-norman-ok-730694308-us
Starbucks,10161,76719-100226,Target Norman 2220,LS,+1 405-235-3003,1400 24th Ave NW,,,Norman,OK,73069,US,35.23567,-97.48273,True,Open until 1:00 AM,Open today from 7:00 AM - 1:00 AM,target-norman-2220-1400-24th-ave-nw-norman-ok-730696385-us
Starbucks,91236,18317-166404,24th Ave NW & Mt Williams Driv,CO,+1 405-366-6107,1601 24th Ave NW,,,Norman,OK,73069,US,35.23857,-97.48141,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,24th-ave-nw-mt-williams-driv-1601-24th-ave-nw-norman-ok-730696566-us
Starbucks,1038279,67888-302690,I 35 & Green Ave,CO,+1 252-917-8887,2025 S Green Ave,,,Purcell,OK,73080,US,34.98687,-97.36893,True,Open until 9:00 PM,Open today from 5:00 AM - 9:00 PM,i-35-green-ave-2025-s-green-ave-purcell-ok-730806200-us
Starbucks,10084,11198-103824,Main & Flood,CO,+1 405-366-7083,820 W Main St,,,Norman,OK,73069,US,35.21805,-97.45543,True,Open until 7:30 PM,Open today from 5:00 AM - 7:30 PM,main-flood-820-w-main-st-norman-ok-730696922-us
Starbucks,10724,70052-116984,Univ. of Oklahoma Student Unio,LS,+1 405-325-9090,900 Asp Ave.,,,Norman,OK,73019,US,35.20914,-97.44417,True,Open until 8:00 PM,Open today from 7:30 AM - 8:00 PM,univ-of-oklahoma-student-unio-900-asp-ave-norman-ok-730194042-us
Starbucks,17041,11743-104981,Weir & Parkway,CO,+1 479-967-2488,2220 East Parkway,,,Russellville,AR,72802,US,35.2824,-93.10711,True,Open until 10:00 PM,Open today from 4:30 AM - 10:00 PM,weir-parkway-2220-east-parkway-russellville-ar-728025006-us
Starbucks,1044767,78996-306910,Arkansas Ave & Harrell Dr,CO,+1 479-239-1769,2303 N Arkansas Ave,,,Russellville,AR,72802,US,35.3024,-93.13796,True,Open until 10:00 PM,Open today from 4:30 AM - 10:00 PM,arkansas-ave-harrell-dr-2303-n-arkansas-ave-russellville-ar-728022219-us
Starbucks,8538400,85384-311254,Center St & Dewitt Henry Dr,CO,+1 501-491-6444,2071 W Center St,,,Beebe,AR,72012,US,35.06814,-91.90933,True,Open until 10:00 PM,Open today from 4:30 AM - 10:00 PM,center-st-dewitt-henry-dr-2071-w-center-st-beebe-ar-720122544-us
Starbucks,1026082,54865-262085,I-67 & Main - Cabot,CO,+1 501-422-9243,200 Rockwood Dr,,,Cabot,AR,72023,US,34.97929,-92.0384,True,Open until 10:00 PM,Open today from 4:30 AM - 10:00 PM,i-67-main-cabot-200-rockwood-dr-cabot-ar-72023-us
Starbucks,1055024,83730-310511,Bill Foster Memorial & I-67,CO,+1 501-832-5360,3090 Bill Foster Memorial Hwy,,,Cabot,AR,72023,US,34.94469,-92.05994,True,Open until 10:00 PM,Open today from 4:30 AM - 10:00 PM,bill-foster-memorial-i-67-3090-bill-foster-memorial-hwy-cabot-ar-720237201-u
Starbucks,91324,17694-116730,Harding University,LS,+1 501-279-5757,211 Dr Jimmy Carr Drive,,,Searcy,AR,72149,US,35.2471,-91.73049,True,Open until 6:00 PM,Open today from 7:00 AM - 6:00 PM,harding-university-211-dr-jimmy-carr-drive-searcy-ar-72149-us
Starbucks,1013013,25831-241311,E Race and Rand,CO,+1 501-322-0591,3243 E Race Ave,E Race and Rand,,Searcy,AR,72143,US,35.25006,-91.69365,True,Open until 10:00 PM,Open today from 4:30 AM - 10:00 PM,e-race-and-rand-3243-e-race-ave-searcy-ar-721434866-us
Starbucks,18766,3883-108573,BASE ACCESS Little Rock AFB Ex,LS,+1 501-988-2795,787 6th St.,,,Little Rock,AR,72099,US,34.90086,-92.14962,True,Open until 4:30 PM,Open today from 6:30 AM - 4:30 PM,base-access-little-rock-afb-ex-787-6th-st-little-rock-ar-720994947-us
