stand_id,franchise_id,address,city,state_code,state,postal_code,country,phone,lat,lon,project_stage,open_date,google_review_link,stand_photo,notes
000270,015,4845 S Memorial Dr,Tulsa,OK,Oklahoma,74145,USA,(918) 840-5299,36.092980,-95.886000,6-Open,2023-10-16,https://g.page/r/CSgk59aM93t9EBM/review,true,
000147,047,1480 Knickerbocker Rd,San Angelo,TX,Texas,76904,USA,(479) 358-9274,31.431490,-100.454000,6-Open,2023-10-16,https://g.page/r/CcA74KFs19h8EBM/review,true,
000066,025,3202 Vermilion St,Danville,IL,Illinois,61832,USA,(217) 800-4394,40.175130,-87.630800,6-Open,2023-10-23,https://g.page/r/CawQrxq0Ve9WEBM/review,true,
000163,025,1165 Palm Bay Rd NE,Melbourne,FL,Florida,32904,USA,(321) 977-6229,28.035730,-80.640100,6-Open,2023-10-23,https://g.page/r/CRQBfT-Zjp_yEBM/review,true,
000165,057,220 N Comrie Ave,Johnstown,NY,New York,12095,USA,(479) 358-9274,43.014820,-74.360500,6-Open,2023-10-23,https://g.page/r/CdOXCvXmASscEBM/review,true,
000177,039,12525 Shelbyville Rd,Middletown,KY,Kentucky,40243,USA,(502) 901-2330,38.245310,-85.523600,6-Open,2023-10-23,https://g.page/r/CZcWfHY3bfa6EBM/review,true,
000149,074,3582 Penn Ave,Sinking Spring,PA,Pennsylvania,19608,USA,(862) 354-9278,40.324770,-76.013300,6-Open,2023-10-23,https://g.page/r/CbYdCPHHyx2bEBM/review,true,
000197,047,1433 Encanto Pl,Montrose,CO,Colorado,81401,USA,(479) 358-9274,38.462920,-107.866000,6-Open,2023-10-30,https://g.page/r/CUy59iirnjWcEBM/review,true,
000317,028,5302 S 56th St,Lincoln,NE,Nebraska,68516,USA,(531) 530-3558,40.759460,-96.643600,6-Open,2023-11-06,https://g.page/r/CQGljDbQRIRPEBM/review,false,
000184,046,1415 Military Rd,Benton,AR,Arkansas,72015,USA,(501) 424-6637,34.577390,-92.575900,6-Open,2023-11-06,https://g.page/r/CY8P9d6qEV4sEBM/review,true,
000180,074,1746 E Market St,Harrisonburg,VA,Virginia,22801,USA,(479) 358-9274,38.432650,-78.843400,6-Open,2023-11-06,https://g.page/r/CXjDhal2fGXOEBM/review,true,
000123,020,2230 N Beltline Blvd,Columbia,SC,South Carolina,29204,USA,(839) 895-5037,34.018690,-80.989200,6-Open,2023-11-06,https://g.page/r/CfS1SzHh_FopEBM/review,false,
000301,076,137 E Pineview Dr,Flowood,MS,Mississippi,39232,USA,(769) 770-6597,32.355720,-90.021500,6-Open,2023-11-10,https://g.page/r/CdOIGq7b4yCKEBM/review,true,
000298,025,4105 Broadway St,Mount Vernon,IL,Illinois,62864,USA,(479) 358-9274,38.313950,-88.941200,6-Open,2023-11-13,https://g.page/r/CeuuT_AfWAzUEBM/review,true,
000148,025,2537 N US-31 S,Traverse City,MI,Michigan,49684,USA,(479) 358-9274,44.724030,-85.646800,6-Open,2023-11-13,https://g.page/r/Cf2qvbkvp0pZEBM/review,true,
000312,052,1637 N Memorial Dr,Lancaster,OH,Ohio,43130,USA,(740) 562-6325,39.731020,-82.615400,6-Open,2023-11-13,https://g.page/r/CSxmWbA9lv6iEBM/review,true,
000213,037,1200 Interstate Dr,Cookeville,TN,Tennessee,38501,USA,(931) 401-4655,36.137530,-85.506700,6-Open,2023-11-16,https://g.page/r/CV5CMbwpXdKZEBM/review,false,
000267,011,700 N Bishop Ave,Rolla,MO,Missouri,65401,USA,(636) 542-8973,37.949420,-91.776800,6-Open,2023-11-20,https://g.page/r/CVZXJjl-Rg6EEBM/review,true,
000265,037,5065 US-31,Calera,AL,Alabama,35040,USA,(659) 259-0015,33.148340,-86.748700,6-Open,2023-11-27,https://g.page/r/CfvVwRpFRU0REBM/review,true,
000193,047,3655 NW 39th St,Oklahoma City,OK,Oklahoma,73112,USA,(572) 522-4226,35.511840,-97.583000,6-Open,2023-12-04,https://g.page/r/CWHn6Umd2Y9qEBM/review,true,
000233,025,410 N Broadway Ave,Urbana,IL,Illinois,61801,USA,(217) 859-7686,40.116110,-88.207100,6-Open,2023-12-04,https://g.page/r/CVdsmHcjNFBREBM/review,true,
000262,011,3600 Monticello Plaza Dr,O'Fallon,MO,Missouri,63366,USA,(636) 685-2747,38.801280,-90.695900,6-Open,2023-12-04,https://g.page/r/Cd4x1uesnkNVEBM/review,true,
000201,015,3453 Dr. M.L.K. Jr Blvd,New Bern,NC,North Carolina,28562,USA,(252) 772-0027,35.098740,-77.098000,6-Open,2023-12-04,https://g.page/r/Cfi8hxytEfzqEBM/review,true,
000119,015,2207 Sagamore Pkwy,Lafayette,IN,Indiana,47905,USA,(479) 358-9274,40.395290,-86.855300,6-Open,2023-12-08,https://g.page/r/CddDWm1AzWJNEBM/review,false,
000304,076,5758 US-80,Pearl,MS,Mississippi,39208,USA,(769) 770-6597,32.284700,-90.042000,6-Open,2023-12-11,https://g.page/r/CXLbywtHCX6hEBM/review,true,
000218,047,402 N Bryant Blvd,San Angelo,TX,Texas,76903,USA,(479) 358-9274,31.465850,-100.445000,6-Open,2023-12-11,https://g.page/r/Cd_JaZMFSCCmEBM/review,false,
000220,047,4010 W Owen K Garriott Rd,Enid,OK,Oklahoma,73703,USA,(405) 870-7584,36.392660,-97.927100,6-Open,2023-12-11,https://g.page/r/Cef2W9d8t2sDEBM/review,true,
000310,039,1626 Veterans Pkwy,Jeffersonville,IN,Indiana,47130,USA,(502) 901-2330,38.328770,-85.743400,6-Open,2023-12-11,https://g.page/r/CVKSQ-ijoksLEBM/review,true,
000313,052,6675 Pearl Rd,Parma Heights,OH,Ohio,44130,USA,(234) 348-3657,41.381250,-81.782800,6-Open,2023-12-11,https://g.page/r/CSezs6PhuYKFEBM/review,true,
000287,023,1501 E Olive St,Laredo,TX,Texas,78041,USA,(956) 586-5621,27.531030,-99.481000,6-Open,2023-12-13,https://g.page/r/CUDDI5mQK-2zEBM/review,true,
000140,046,4900 John F Kennedy Blvd,North Little Rock,AR,Arkansas,72116,USA,(501) 443-2989,34.800650,-92.254700,6-Open,2023-12-18,https://g.page/r/CTbfnSG23lQ_EBM/review,true,
000210,037,1102 6th Ave SE,Decatur,AL,Alabama,35601,USA,(938) 867-4517,34.591150,-86.979900,6-Open,2023-12-18,https://g.page/r/CYPS2YagXl6YEBM/review,true,
000138,044,700 N 12th St,Murray,KY,Kentucky,42071,USA,(479) 358-9274,36.622630,-88.313100,6-Open,2023-12-18,https://g.page/r/CcxRAnjnu3AdEBM/review,true,
000254,001,411 SE Walton Blvd,Bentonville,AR,Arkansas,72712,USA,(479) 770-5670,36.335730,-94.205100,6-Open,2023-12-23,https://g.page/r/CVYEANMHB3bTEBM/review,true,
000274,015,807 S Reed St,Kokomo,IN,Indiana,46901,USA,(463) 766-0617,40.477470,-86.108400,6-Open,2023-12-26,https://g.page/r/Cf-ImQsXoEuOEBM/review,false,
000330,004,1230 N Main St,Miami,OK,Oklahoma,74354,USA,(479) 358-9274,36.889730,-94.877100,6-Open,2023-12-31,https://g.page/r/CbjY4Sy1Fs8gEBM/review,true,
000309,025,5422 Okeechobee Rd,Fort Pierce,FL,Florida,34947,USA,(561) 925-8442,27.418800,-80.379600,6-Open,2023-12-31,https://g.page/r/CYM94FA5qx7gEBM/review,true,
000290,011,200 E Nifong Blvd,Columbia,MO,Missouri,65203,USA,(573) 691-4893,38.909360,-92.337700,6-Open,2024-01-08,https://g.page/r/CZYufyXUksCHEBM/review,true,
000283,037,415 W Elk St,Elizabethton,TN,Tennessee,37643,USA,(479) 358-9274,36.351810,-82.232200,6-Open,2024-01-08,https://g.page/r/CW7x5kE2-IZCEBM/review,true,
000336,001,1828 US-421,Wilkesboro,NC,North Carolina,28697,USA,(479) 358-9274,36.150730,-81.194800,6-Open,2024-01-08,https://g.page/r/CbVd1VA6paCkEBM/review,true,
000291,011,5400 Rogers Ave,Fort Smith,AR,Arkansas,72903,USA,(479) 974-4169,35.361830,-94.372400,6-Open,2024-01-15,https://g.page/r/CSkQOE0YcrduEBM/review,true,
000215,047,612 E Villa Maria Rd,Bryan,TX,Texas,77802,USA,(479) 358-9274,30.644390,-96.353100,6-Open,2024-01-15,https://g.page/r/CUeg_R6CKmevEBM/review,false,
000272,015,1805 E Fire Tower Rd,Greenville,NC,North Carolina,27858,USA,(828) 832-9736,35.565740,-77.358900,6-Open,2024-01-15,https://g.page/r/Cai2bwPhK5NtEBM/review,true,
000285,011,1540 Wentzville Pkwy,Wentzville,MO,Missouri,63385,USA,(618) 992-2893,38.824430,-90.874600,6-Open,2024-01-22,https://g.page/r/CbAw4EcAhy61EBM/review,true,
000226,009,3806 Maizeland Rd,Colorado Springs,CO,Colorado,80909,USA,(719) 937-7450,38.867860,-104.756000,6-Open,2024-01-29,https://g.page/r/CcFqZaiqEDf1EBM/review,false,
000181,025,201 McMeans Ave,Bay Minette,AL,Alabama,36507,USA,(251) 263-7520,30.878620,-87.783900,6-Open,2024-01-29,https://g.page/r/CeQKUiRRSL4aEBM/review,true,
000314,039,2625 S Hurstbourne Pkwy,Louisville,KY,Kentucky,40220,USA,(502) 901-2330,38.212590,-85.593900,6-Open,2024-01-29,https://g.page/r/CcMTFJJj0b4XEBM/review,true,
000331,004,2817 N Broadway St,Pittsburg,KS,Kansas,66762,USA,(479) 358-9274,37.436040,-94.705300,6-Open,2024-02-05,https://g.page/r/CSHQqtERB22tEBM/review,true,
000133,015,3460 US-27,Clermont,FL,Florida,34711,USA,(352) 805-1940,28.517290,-81.727400,6-Open,2024-02-06,https://g.page/r/CbyMEdrz_azkEBM/review,true,
000022,015,3104 Raeford Rd,Fayetteville,NC,North Carolina,28303,USA,(910) 930-0620,35.045150,-78.930800,6-Open,2024-02-10,https://g.page/r/CRZ7ykzYejTzEBM/review,true,
000271,015,308 S Tillotson Ave,Muncie,IN,Indiana,47304,USA,(765) 767-5431,40.191680,-85.418800,6-Open,2024-02-19,https://g.page/r/CRUCJkvR-sgzEBM/review,false,
000302,076,107 Hwy 80 W,Clinton,MS,Mississippi,39056,USA,(769) 770-6597,32.334870,-90.325400,6-Open,2024-02-26,https://g.page/r/CeF_K3R10Y7KEBM/review,true,
000324,046,7001 N John F Kenedy Blvd,North Little Rock,AR,Arkansas,72116,USA,(501) 462-3782,34.819490,-92.236400,6-Open,2024-02-26,https://g.page/r/CfC8PgApyVpKEBM/review,true,
000128,047,2201 W Texas Ave,Midland,TX,Texas,79701,USA,(432) 444-6643,31.994240,-102.099000,6-Open,2024-02-26,https://g.page/r/CTHjqH-2OaQDEBM/review,true,
000263,037,1514 Decatur Pike,Athens,TN,Tennessee,37303,USA,(423) 830-8974,35.450330,-84.619900,6-Open,2024-02-26,https://g.page/r/CfyQnrQgw1IfEBM/review,false,
000232,047,800 N 14th St,Leesburg,FL,Florida,34748,USA,(386) 507-0629,28.819620,-81.887100,6-Open,2024-02-26,https://g.page/r/CZh3QvlDb8b5EBM/review,true,
000235,025,1703 W Springfield Ave,Champaign,IL,Illinois,61821,USA,(217) 920-4468,40.112560,-88.275400,6-Open,2024-03-04,https://g.page/r/CdXG0PMSi4kMEBM/review,true,
000167,034,14118 Culebra Rd,San Antonio,TX,Texas,78254,USA,(210) 512-8625,29.518160,-98.777100,6-Open,2024-03-04,https://g.page/r/CTLJJ0AfksuOEBM/review,false,
000273,015,4708 E 21st St,Tulsa,OK,Oklahoma,74114,USA,(918) 995-6141,36.132930,-95.924300,6-Open,2024-03-11,https://g.page/r/CbGBuw_MEHOUEBM/review,false,
000276,015,2900 US-52,West Lafayette,IN,Indiana,47906,USA,(479) 358-9274,40.467420,-86.960100,6-Open,2024-03-11,https://g.page/r/CZ8emTs1IuTgEBM/review,false,
000203,015,6883 US-36,Avon,IN,Indiana,46123,USA,(765) 767-5447,39.762060,-86.401800,6-Open,2024-03-11,https://g.page/r/CWc2Wo0fL8D0EBM/review,false,
000074,015,502 Pooler Pkwy,Pooler,GA,Georgia,31322,USA,(912) 712-9661,32.134690,-81.255800,6-Open,2024-03-11,https://g.page/r/CfHXRQmZqW3ZEBM/review,false,
000196,047,2209 Main St,Alamosa,CO,Colorado,81101,USA,(720) 983-1120,37.473990,-105.891000,6-Open,2024-03-18,https://g.page/r/CURr23HnJM1CEBM/review,true,
000219,047,3316 W Loop 250 N,Midland,TX,Texas,79707,USA,(432) 400-6787,32.033800,-102.131000,6-Open,2024-03-18,https://g.page/r/Cd5FFurgu74HEBM/review,true,
000168,034,2630 SE Military Dr,San Antonio,TX,Texas,78235,USA,(210) 512-8628,29.351110,-98.452000,6-Open,2024-03-25,https://g.page/r/CSeyRa61iI4NEBM/review,true,
000200,015,2901 N Monroe St,Tallahassee,FL,Florida,32303,USA,(850) 801-4004,30.481600,-84.304600,6-Open,2024-03-25,https://g.page/r/Cb9oL6BAx0kBEBM/review,false,
000322,039,7609 Bardstown Rd,Louisville,KY,Kentucky,40291,USA,(502) 901-2330,38.136510,-85.580000,6-Open,2024-03-25,https://g.page/r/CXZvv37EjKE1EBM/review,true,
000230,068,4050 Watson Blvd,Warner Robins,GA,Georgia,31093,USA,(478) 758-4162,32.616260,-83.700600,6-Open,2024-03-25,https://g.page/r/CQv1QpdUHq_OEBM/review,true,
000338,017,914 N Kilgore St,Kilgore,TX,Texas,75662,USA,(903) 803-4804,32.390430,-94.869700,6-Open,2024-04-01,https://g.page/r/Cbxz-36_Q1eHEBM/review,true,
000320,025,198 Palm Bay Rd NE,Palm Bay,FL,Florida,32905,USA,(386) 888-8056,28.034450,-80.665300,6-Open,2024-04-01,https://g.page/r/CQ2uvRP6wbMLEBM/review,true,
000251,015,621 W Oglethorpe Hwy,Hinesville,GA,Georgia,31313,USA,(912) 742-1949,31.831050,-81.598100,6-Open,2024-04-01,https://g.page/r/CbB09k6kelxuEBM/review,true,
000288,037,1775 Fort Henry Blvd,Kingsport,TN,Tennessee,37664,USA,(479) 358-9274,36.530660,-82.526300,6-Open,2024-04-08,https://g.page/r/CczNqrjz36oeEBM/review,true,
000204,015,3030 Western Blvd,Jacksonville,NC,North Carolina,28546,USA,(252) 772-0027,34.794350,-77.408100,6-Open,2024-04-15,https://g.page/r/CYI6QhOCpzk9EBM/review,false,
000228,068,1667 Bass Rd,Macon,GA,Georgia,31210,USA,(478) 910-0029,32.932880,-83.726000,6-Open,2024-04-15,https://g.page/r/Cbuo9s0lFfNVEBM/review,true,
000354,011,1903 Fayetteville Rd,Van Buren,AR,Arkansas,72956,USA,(479) 335-1905,35.464550,-94.356900,6-Open,2024-04-22,https://g.page/r/CdYRRN6QohbQEBM/review,true,
000318,011,404 E Sunshine St,Springfield,MO,Missouri,65807,USA,(417) 290-1001,37.181890,-93.290100,6-Open,2024-04-22,https://g.page/r/CTKkPPIYnHpHEBM/review,false,
000321,039,7700 Laurel Ridge Rd,Louisville,KY,Kentucky,40219,USA,(502) 901-2330,38.137660,-85.674100,6-Open,2024-04-22,https://g.page/r/CXZvv37EjKE1EBM/review,true,
000103,052,15707 N Coit Rd,Dallas,TX,Texas,75248,USA,(945) 292-1095,32.962580,-96.769400,6-Open,2024-05-06,https://g.page/r/Ce87DLhGJONIEBM/review,true,
000325,047,2840 NW 178th St,Edmond,OK,Oklahoma,73012,USA,(572) 522-4226,35.653070,-97.566100,6-Open,2024-05-13,https://g.page/r/CRm6GIdQd_OJEBM/review,true,
000034,008,300 E Russell Ave,Warrensburg,MO,Missouri,64093,USA,(913) 489-0904,38.772620,-93.734800,6-Open,2024-05-13,https://g.page/r/CVo-cqhP-RMBEBM/review,false,
000248,017,1812 E SE Loop 323,Tyler,TX,Texas,75703,USA,(903) 991-3929,32.309530,-95.278400,6-Open,2024-05-20,https://g.page/r/CUsZk-KatU9qEBM/review,false,
000365,046,703 S Jackson St,Jacksonville,TX,Texas,75766,USA,(903) 803-4804,31.958290,-95.268500,6-Open,2024-05-20,https://g.page/r/CTuL-yCX7J39EBM/review,false,
000401,011,8310 Old Hwy N,Lake St Louis,MO,Missouri,63367,USA,(636) 429-9590,38.764510,-90.779800,6-Open,2024-05-20,https://g.page/r/CSCk5SmXO3wKEBM/review,true,
000360,037,50 N Rufe Taylor Rd,Greeneville,TN,Tennessee,37745,USA,(479) 358-9274,36.183260,-82.771500,6-Open,2024-05-20,https://g.page/r/CUnlDjnX0BfxEBM/review,false,
000069,025,10024 Papa George St,Daphne,AL,Alabama,36526,USA,(251) 494-4010,30.659400,-87.851600,6-Open,2024-05-21,https://g.page/r/CVd1SBEG3L9OEBM/review,false,
000114,035,4706 75th St,Kenosha,WI,Wisconsin,53142,USA,(262) 999-2072,42.566610,-87.865300,6-Open,2024-05-27,https://g.page/r/CYHT__KAlF4pEBM/review,false,
000264,047,1162 John Sims Pkwy,Niceville,FL,Florida,32578,USA,(251) 263-7520,30.515630,-86.464100,6-Open,2024-06-03,https://g.page/r/CV_O6-J7D0KQEBM/review,false,
000238,023,1723 W University Dr,Edinburg,TX,Texas,78539,USA,(479) 358-9274,26.304610,-98.181100,6-Open,2024-06-03,https://g.page/r/CQnxH3-Lw1i7EBM/review,true,
000280,045,3950 Denis Dr,Casper,WY,Wyoming,82604,USA,(479) 358-9274,42.820140,-106.368000,6-Open,2024-06-10,https://g.page/r/CUhz86_s5nHMEBM/review,true,
000386,028,909 S Dewey St,North Platte,NE,Nebraska,69101,USA,(479) 358-9274,41.125980,-100.762000,6-Open,2024-06-10,https://g.page/r/CVLG_3EBxNnNEBM/review,true,
000268,076,2307 W Thomas St,Hammond,LA,Louisiana,70401,USA,(985) 272-1399,30.500410,-90.487400,6-Open,2024-06-17,https://g.page/r/Ce9BJZLmgbTxEBM/review,true,
000307,034,7071 Hwy 6 N,Houston,TX,Texas,77095,USA,(346) 589-8099,29.889950,-95.642500,6-Open,2024-06-17,https://g.page/r/CSFFF1Glh31eEBM/review,true,
000385,039,4217 Shelbyville Rd,Louisville,KY,Kentucky,40207,USA,(502) 901-2330,38.251970,-85.637700,6-Open,2024-06-17,https://g.page/r/CUhz86_s5nHMEBM/review,true,
000229,068,3253 Stone Mountain Hwy,Snellville,GA,Georgia,30078,USA,(943) 202-5346,33.850880,-84.046100,6-Open,2024-06-17,https://g.page/r/CUkodpPYeIZKEBM/review,false,
000408,075,4796 Commercial Dr,New Hartford,NY,New York,13413,USA,(479) 358-9274,43.095310,-75.305100,6-Open,2024-06-24,https://g.page/r/Cf6shzJCIQxOEBM/review,false,
000326,052,1137 W Pleasant Valley Rd,Parma,OH,Ohio,44134,USA,(234) 348-3657,41.360610,-81.687700,6-Open,2024-06-24,https://g.page/r/CdrIyCOl2vnnEBM/review,true,
000247,034,2130 E Palm Valley Blvd,Round Rock,TX,Texas,78665,USA,(479) 358-9274,30.519040,-97.652600,6-Open,2024-07-01,https://g.page/r/CUBiZfEkqpuEEBM/review,false,
000231,047,1364 E 8th St,Odessa,TX,Texas,79761,USA,(432) 444-5947,31.858590,-102.356000,6-Open,2024-07-01,https://g.page/r/CfXAuOy5wCihEBM/review,true,
000315,037,5982 Chalkville Mountain Rd,Trussville,AL,Alabama,35235,USA,(659) 910-0389,33.640140,-86.622300,6-Open,2024-07-01,https://g.page/r/CSxqHMwlOIzcEBM/review,true,
000031,013,4331 Wyoming Blvd NE,Albuquerque,NM,New Mexico,87109,USA,(479) 358-9274,35.129320,-106.552000,6-Open,2024-07-08,https://g.page/r/CYNUmT5EAY4vEBM/review,true,
000468,037,406 15th St,Tuscaloosa,AL,Alabama,35401,USA,(659) 259-0015,33.198910,-87.540600,6-Open,2024-07-08,https://g.page/r/Ccb-IWKXp3-jEBM/review,true,
000329,017,129 E Ovilla Rd,Red Oak,TX,Texas,75154,USA,(945) 292-1097,32.531250,-96.814500,6-Open,2024-07-08,https://g.page/r/Cf_6_ppMn3U8EBM/review,true,
000239,023,202 W Del Mar Blvd,Laredo,TX,Texas,78041,USA,(956) 663-4614,27.568000,-99.499000,6-Open,2024-07-15,https://g.page/r/CVAMfI41m499EBM/review,false,
000409,046,1711 TX-256 Loop,Palestine,TX,Texas,75801,USA,(945) 523-2894,31.738070,-95.607400,6-Open,2024-07-15,https://g.page/r/CVO0vwMjxZZjEBM/review,true,
000435,074,4050 Robert C Byrd Dr,Beckley,WV,West Virginia,25801,USA,(479) 358-9274,37.807510,-81.184600,6-Open,2024-07-15,https://g.page/r/CdFgF8oc4ZS9EBM/review,true,
000357,056,2001 E Main St,Springfield,OH,Ohio,45503,USA,(580) 490-4085,39.923020,-83.779300,6-Open,2024-07-15,https://g.page/r/CYw-00okfbUQEBM/review,true,
000202,052,17900 Bagley Rd,Middleburg Heights,OH,Ohio,44130,USA,(234) 348-3657,41.371920,-81.825600,6-Open,2024-07-15,https://g.page/r/CStoQq94fAD3EBM/review,true,
000088,012,959 N Riverside Dr,Clarksville,TN,Tennessee,37040,USA,(931) 754-3741,36.538990,-87.366070,6-Open,2024-07-22,https://g.page/r/CYEmbQRrx7inEBM/review,true,
000260,035,6031 Regency W Dr,Mount Pleasant,WI,Wisconsin,53406,USA,(262) 800-7729,42.701240,-87.853900,6-Open,2024-07-22,https://g.page/r/CakxrQtZvy2xEBM/review,false,
000423,011,1312 S Madison St,Webb City,MO,Missouri,64870,USA,(479) 358-9274,37.131810,-94.475800,6-Open,2024-07-22,https://g.page/r/CcZaowac71_cEBM/review,true,
000146,015,1120 N State Rd 135,Greenwood,IN,Indiana,46142,USA,(765) 978-5968,39.632680,-86.159000,6-Open,2024-07-22,https://g.page/r/CZSqqGOlXflvEBM/review,true,
000295,040,11 Le Gordon Dr,Midlothian,VA,Virginia,23114,USA,(479) 358-9274,37.505600,-77.662000,6-Open,2024-07-29,https://g.page/r/CRG3lhK9SeoKEBM/review,false,
000328,017,4020 S Broadway Ave,Tyler,TX,Texas,75701,USA,(903) 991-3929,32.306080,-95.299900,6-Open,2024-08-05,https://g.page/r/CYe7M3cDE3RfEBM/review,true,
000041,015,7788 Normandy Blvd,Jacksonville,FL,Florida,32221,USA,(904) 893-3782,30.294410,-81.776900,6-Open,2024-08-05,https://g.page/r/CU01kEkWFhckEBM/review,false,
000453,044,2312 W Kingshighway,Paragould,AR,Arkansas,72450,USA,(870) 706-2697,36.059450,-90.517000,6-Open,2024-08-19,https://g.page/r/Cd-JUb93z7U-EBM/review,false,
000278,047,44 Eglin Pkwy NE,Fort Walton Beach,FL,Florida,32548,USA,(251) 494-4010,30.414380,-86.606200,6-Open,2024-08-19,https://g.page/r/CT_fUFmUmSwlEBM/review,false,
000237,025,550 E Pershing Rd,Decatur,IL,Illinois,62526,USA,(447) 610-0618,39.877280,-88.951300,6-Open,2024-08-19,https://g.page/r/CajbRLVc8K3bEBM/review,false,
000303,076,1604 SW Railroad Ave,Hammond,LA,Louisiana,70403,USA,(985) 272-1399,30.487420,-90.457400,6-Open,2024-08-19,https://g.page/r/CVPmiHPzzkkxEBM/review,true,
000454,004,803 US-62 65 N,Harrison,AR,Arkansas,72601,USA,(417) 290-1002,36.252160,-93.119500,6-Open,2024-08-19,https://g.page/r/CZNDL4LA4x3NEBM/review,false,
000153,034,3830 W Davis St,Conroe,TX,Texas,77304,USA,(346) 589-8099,30.327990,-95.497200,6-Open,2024-08-19,https://g.page/r/CbBOGWdvJl8uEBM/review,false,
000246,011,6536 Chippewa St,St. Louis,MO,Missouri,63109,USA,(636) 542-8973,38.591270,-90.303500,6-Open,2024-08-19,https://g.page/r/CT-28rMp-2XxEBM/review,false,
000292,039,5000 Maple Spring Dr,Louisville,KY,Kentucky,40229,USA,(502) 901-2330,38.099300,-85.670500,6-Open,2024-08-19,https://g.page/r/CdPuY_CAL1KiEBM/review,true,
000421,037,15383 Flinders Ln,Athens,AL,Alabama,35611,USA,(256) 913-4738,34.781120,-86.934200,6-Open,2024-08-26,https://g.page/r/CfS6E5Y5og_9EBM/review,false,
000297,074,3140 Cape Horn Rd,Red Lion,PA,Pennsylvania,17356,USA,(479) 358-9274,39.916910,-76.631000,6-Open,2024-09-02,https://g.page/r/CegEu2_wML6PEBM/review,false,
000126,015,1553 Fording Island Rd,Hilton Head Island,SC,South Carolina,29926,USA,(912) 712-9661,32.236550,-80.806600,6-Open,2024-09-06,https://g.page/r/CV0LOsLDVK4tEBM/review,false,
000422,061,905 N Colony Rd,Wallingford,CT,Connecticut,06492,USA,(479) 358-9274,41.482980,-72.810500,6-Open,2024-09-09,https://g.page/r/CUkOqqiiL4-hEBM/review,true,
000358,075,1893 Central Ave,Colonie,NY,New York,12205,USA,(479) 358-9274,42.735800,-73.852400,6-Open,2024-09-09,https://g.page/r/Cf6OhDzQz_WAEBM/review,false,
000094,013,2010 Southern Blvd SE,Rio Rancho,NM,New Mexico,87124,USA,(479) 358-9274,35.241060,-106.696000,6-Open,2024-09-16,https://g.page/r/CSw9VVDhDriIEBM/review,false,
000455,004,770 S St Louis St,Batesville,AR,Arkansas,72501,USA,(501) 642-2093,35.771830,-91.641400,6-Open,2024-09-16,https://g.page/r/CUV9LI66Oyb5EBM/review,false,
000471,011,1521 E Battlefield Rd,Springfield,MO,Missouri,65804,USA,(417) 290-1003,37.160250,-93.269100,6-Open,2024-09-16,https://g.page/r/CQ4q-zfCjuxGEBM/review,true,
000107,010,325 S Ridge Rd,Wichita,KS,Kansas,67209,USA,(316) 205-1070,37.679400,-97.426000,6-Open,2024-09-23,https://g.page/r/CeV_jZLq_1PsEBM/review,false,
000245,047,1639 Hwy 351,Abilene,TX,Texas,79601,USA,(479) 358-9274,32.477520,-99.697000,6-Open,2024-09-23,https://g.page/r/CSMDmWtAcRAKEBM/review,false,
000343,047,960 N Loop 340,Bellmead,TX,Texas,76705,USA,(479) 358-9274,31.604350,-97.103800,6-Open,2024-09-23,https://g.page/r/CcWoafg5Jh4aEBM/review,false,
000433,074,2124 5th Ave,Huntington,WV,West Virginia,25703,USA,(479) 358-9274,38.423880,-82.420000,6-Open,2024-09-30,https://g.page/r/CehL2tpZ_pabEBM/review,false,
000236,025,638 E 16th St,Holland,MI,Michigan,49423,USA,(231) 454-2011,42.782910,-86.079700,6-Open,2024-09-30,https://g.page/r/CbXNWzpeTSUxEBM/review,false,
000323,049,2298 N University Pkwy,Provo,UT,Utah,84604,USA,(479) 358-9274,40.265280,-111.670000,6-Open,2024-10-14,https://g.page/r/CZubIIOovkQ7EBM/review,false,
000289,011,8180 N Lindbergh Blvd,Florissant,MO,Missouri,63031,USA,(636) 685-2747,38.789470,-90.346400,6-Open,2024-10-14,https://g.page/r/Cde_jJipxLtbEBM/review,true,
000368,060,1203 Iroqouis Ave,Naperville,IL,Illinois,60563,USA,(479) 358-9274,41.795030,-88.124300,6-Open,2024-10-14,https://g.page/r/CethO_yIVeqYEBM/review,true,
000319,034,13353 FM 1488,Magnolia,TX,Texas,77354,USA,(346) 589-8099,30.224330,-95.685800,6-Open,2024-10-21,https://g.page/r/Cba2IrURK6rpEBM/review,false,
000293,039,5340 Bardstown Rd,Louisville,KY,Kentucky,40291,USA,(502) 901-2330,38.167440,-85.603600,6-Open,2024-10-21,https://g.page/r/CUo1yeXoEIpwEBM/review,false,
000087,047,2200 S Gregg St,Big Spring,TX,Texas,79720,USA,(432) 444-6643,32.232940,-101.472000,6-Open,2024-10-28,https://g.page/r/CQSPxNQmBMprEBM/review,false,
000436,046,1110 Cooktown Rd,Ruston,LA,Louisiana,71270,USA,(479) 358-9274,32.538110,-92.652700,6-Open,2024-10-28,https://g.page/r/CZZS_M4QMuyDEBM/review,true,
000450,056,2550 N Fairfield Rd,Beavercreek,OH,Ohio,45431,USA,(580) 771-4798,39.765130,-84.050100,6-Open,2024-10-28,https://g.page/r/CdukiRju6U9rEBM/review,false,
000498,052,1355 N 21st St,Newark,OH,Ohio,43055,USA,(740) 562-6325,40.084810,-82.428100,6-Open,2024-10-28,https://g.page/r/CQZnZ6D0vi-6EBM/review,false,
